CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1	levomilnacipran	pKi=7.03526926	pKi=7.03526926	pKi=7.03526926	pIC50=7.4
CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1	tapentadol	pKi=6.31875896	pKi=6.31875896	pKi=6.31875896
CC(N)CC1=CC=CC=C1	amfetamine
CN[C@@H](C)[C@@H](O)C1=CC=CC=C1	pseudoephedrine
NC(=N)NCC1COC2(CCCCC2)O1	guanadrel
CNC(NC)=NCC1=CC=CC=C1	betanidine
Clc1ccc2Oc3ccccc3N=C(N4CCNCC4)c2c1	amoxapine	pKi=7.88605665	pKi=7.88605665	pKi=7.88605665	pIC50=7.89
[H][C@@]1(C)N(C)CCO[C@@]1([H])C1=CC=CC=C1	phendimetrazine
CCN(CC)C(C)C(=O)C1=CC=CC=C1	diethylpropion
[H]C1(CCCCN1)C(C(=O)OC)C1=CC=CC=C1	methylphenidate	pKi=6.18	pKi=6.18	pKi=6.18	pKi=6.18
CCOc1ccccc1OCC2CNCCO2	viloxazine	pKd=6.81	pKd=6.81	pKd=6.81	pKd=6.81
C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1	benzphetamine
CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1	bupropion	pKi=5.16	pKi=5.16	pKi=5.16	pIC50=6.35
CC[N+](C)(C)CC1=C(Br)C=CC=C1	bretylium
CNCC[C@@H](Oc1ccccc1C)c2ccccc2	atomoxetine	pKd=8.69	pKd=8.69	pKd=8.69	pIC50=8.29
OC1(N2CCN=C2c3ccccc13)c4ccc(Cl)cc4	mazindol	pKd=9.3	pKd=9.3	pKd=9.3	pKi=7.75
CNCC[C@H](Oc1cccc2ccccc12)c3cccs3	duloxetine	pKi=8.22	pKi=8.22	pKi=8.22	pIC50=6.29
CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1	desvenlafaxine	pKi=6.2747	pKi=6.2747	pKi=6.2747
COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1	venlafaxine	pKd=5.9747	pKd=5.9747	pKd=5.9747	pIC50=6.17
CC(CN(C)C)CN1C2=CC=CC=C2CCC2=C1C=CC=C2	trimipramine	pKi=5.61000013	pKi=5.61000013	pKi=5.61000013
CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1	sibutramine	pKi=5.2635	pKi=5.2635	pKi=5.2635
CNCCCC1C2=CC=CC=C2C=CC2=C1C=CC=C2	protriptyline	pKi=8.39	pKi=8.39	pKi=8.39	pIC50=7.77
CC(C)(N)CC1=CC=CC=C1	phentermine
CC1NCCOC1C1=CC=CC=C1	phenmetrazine	pEC50=7.2976	pEC50=7.2976	pEC50=7.2976
CNCCC=C1c2ccccc2CCc3ccccc13	nortriptyline	pKd=8.3595	pKd=8.3595	pKd=8.3595	pKi=8.2
CCC1=NN(CCCN2CCN(CC2)c3cccc(Cl)c3)C(=O)N1CCOc4ccccc4	nefazodone	pKd=6.4437	pKd=6.4437	pKd=6.4437	pKd=6.44
CCN(CC)C(=O)C1(CC1CN)C1=CC=CC=C1	milnacipran	pKi=7.6	pKi=7.6	pKi=7.6	pIC50=7.11
CNCCCC12CCC(c3ccccc13)c4ccccc24	maprotiline	pKd=8.27	pKd=8.27	pKd=8.27	pIC50=7.52
CN(C)CCCN1c2ccccc2CCc3ccccc13	imipramine	pKd=7.4318	pKd=7.4318	pKd=7.4318	pIC50=7.13
NC(=N)NCCN1CCCCCCC1	guanethidine
CN(C)CCC=C1c2ccccc2COc3ccccc13	doxepin	pKd=7.53	pKd=7.53	pKd=7.53	pIC50=7.54
[H][C@@]1(CCCCN1)[C@H](C(=O)OC)C1=CC=CC=C1	dexmethylphenidate
CNCCCN1c2ccccc2CCc3ccccc13	desipramine	pKd=9.0809	pKd=9.0809	pKd=9.0809	pKi=6.24
CN(C)CCC=C1c2ccccc2CCc3ccccc13	amitriptyline	pKd=7.4559	pKd=7.4559	pKd=7.4559	pKi=6.48
CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13	clomipramine	pKd=7.4202	pKd=7.4202	pKd=7.4202	pIC50=7.15
CN1CC(C2=CC=CC=C2)C2=CC=CC(N)=C2C1	nomifensine	pKi=7.67	pKi=7.67	pKi=7.67	pIC50=6.2
CN(CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2)CC(=O)C1=CC=C(Cl)C=C1	lofepramine	pKi=8.2676	pKi=8.2676	pKi=8.2676
CN(C)CC\C=C1/C2=CC=CC=C2CSC2=CC=CC=C12	dosulepin	pKd=7.3372	pKd=7.3372	pKd=7.3372
C[C@H](N)CC1=CC=CC=C1	dexamfetamine	pKi=7.0	pKi=7.0	pKi=7.0	pIC50=6.2
C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN	lisdexamfetamine
Cc1ccc(OC(CC2CNC2)c3ccc(Cl)c(F)c3)cc1	CHEMBL3310490	pIC50=7.48
Fc1cccc(Cl)c1Oc2ncccc2C3CCNCC3	CHEMBL597134	pKi=7.48
Fc1ccccc1OC(CC2CNC2)c3ccc(Cl)c(Cl)c3	CHEMBL3309701	pIC50=7.48
OC(C(O)C(=O)O)C(=O)O.FC(F)(F)CN(Cc1ccccc1C(F)(F)F)C2CCNCC2	CHEMBL382554	pKi=7.48
OC1(N2CCN=C2c3c1ccc4ccccc34)c5ccc(Cl)cc5	CHEMBL133646	pKi=7.48
COC(=O)[C@@H]1C2CCC(C[C@H]1c3ccc(Br)cc3)N2C	CHEMBL224819	pIC50=7.49
COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1c3ccc(I)cc3)N2C	CHEMBL215376	pKi=7.49
Fc1ccc(OC(CC2CNC2)c3ccc(Cl)c(F)c3)cc1	CHEMBL3310486	pIC50=7.49
CC(C)c1ccccc1C(=O)N(C2CCCC2)[C@H]3CCNC3	CHEMBL550401	pKi=7.5
CCCN1C(=O)N([C@H](CCNC)c2ccccc2)c3ccccc13	CHEMBL461323	pIC50=7.5
CCCOC[C@H]1[C@@H]2CNC[C@]12c3ccc(Cl)c(Cl)c3	CHEMBL599845	pKi=7.5
CCC[C@H]1CNCCN1c2ccc3[nH]ncc3c2	CHEMBL1169912	pKi=7.5
CN(C)CC(c1cccc(c1)C(F)(F)F)C2(O)CCCCC2	CHEMBL99653	pIC50=7.5
CN(C)C[C@H]1[C@@H]2CNC[C@]12c3ccc(Cl)c(Cl)c3	CHEMBL611990	pKi=7.5
CNCc1cc(ccc1Oc2ccc(Cl)cc2OC)C(=O)N(C)C	CHEMBL402345	pIC50=7.5
COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(\C=C\I)cc3)N2	CHEMBL173427	pKi=7.5
COC(=O)[C@@H]1C2CCC(C[C@@H]1c3cccc(\C=C\Br)c3)N2	CHEMBL385173	pKi=7.5
COc1cc(Cl)ccc1O[C@@H]([C@@H]2CCNC2)c3ccccc3	CHEMBL2338037	pIC50=7.5
COc1ccc2C(CN(C)Cc2c1)c3ccccc3	CHEMBL2206518	pKi=7.5
Cc1coc(C[C@@]23CNCC[C@@]2(C3)c4ccc(Cl)c(Cl)c4)n1	CHEMBL1818449	pKi=7.5
Cc1csc(n1)C23CNCC[C@@]2(C3)c4ccc(Cl)c(Cl)c4	CHEMBL1818445	pKi=7.5
Cc1noc(n1)[C@@]23CNCC[C@@]2(C3)c4ccc(Cl)c(Cl)c4	CHEMBL1818447	pKi=7.5
Clc1ccc(O[C@H]([C@H]2CCNC2)c3ccccc3)cc1	CHEMBL2337596	pIC50=7.5
Clc1ccc(cc1Cl)[C@]23CCNCC2(Cn4ccc(c4)C#N)C3	CHEMBL1818465	pKi=7.5
Clc1ccc(cc1Cl)[C@]23CCNC[C@@]2(Cn4nccc4C#N)C3	CHEMBL1818458	pKi=7.5
Fc1ccccc1Oc2cccc(F)c2C3CCNCC3	CHEMBL598346	pKi=7.5
CC(C)CC(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]2CCNC2	CHEMBL469222	pIC50=7.51
CC(C)c1ccccc1C(=O)N(CC2CC2)[C@H]3CCNC3	CHEMBL571443	pKi=7.51
CCCC(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]2CCNC2	CHEMBL466963	pIC50=7.51
CCCOc1ccccc1CC(N2CCNCC2)c3ccccc3	CHEMBL213754	pIC50=7.51
CCC[C@@H]1NC(C)(C)CO[C@@]1(O)c2cccc(Cl)c2	CHEMBL1173597	pIC50=7.51
COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1c3ccc(C)cc3)N2CC#CCF	CHEMBL562115	pIC50=7.51
Cl.CN1[C@H]2CC[C@@H]1[C@@H](C#Cc3ccccc3)[C@H](C2)c4ccc(C)cc4	CHEMBL494807	pKi=7.51
FC(F)(F)c1ccccc1CC(N2CCNCC2)c3ccccc3	CHEMBL210027	pIC50=7.51
Fc1cc(ccc1Cl)C(CC2CNC2)Oc3ccccc3Cl	CHEMBL3310487	pIC50=7.51
N#Cc1cccc(c1)c2cccc(O[C@@H]3C[C@H]4CC[C@@H](C3)N4)c2	CHEMBL1644607	pIC50=7.51
CC(C)CC(=O)N(Cc1ccccc1c2ccccc2)[C@H]3CCNC3	CHEMBL476941	pKi=7.52
CCC(=O)N(Cc1ccccc1c2ccccc2)[C@H]3CCNC3	CHEMBL477782	pKi=7.52
CCc1cc(Cl)ccc1Oc2cc(C)ncc2CN(C)C	CHEMBL256293	pIC50=7.52
CN(CCCN(C)CCOC(c1ccccc1)c2ccccc2)CCCc3ccccc3	CHEMBL123252	pKi=7.52
CN1CCN(C[C@H](c2cccc(Cl)c2)C3(O)CCCCC3)CC1	CHEMBL1099179	pIC50=7.52
CNCC1(O)Cc2ccccc2C1Cc3ccccc3C	CHEMBL451620	pIC50=7.52
CNCC1(O)Cc2ccccc2C1Oc3ccccc3C	CHEMBL455448	pIC50=7.52
CNCCCCN1Cc2cc(F)ccc2N(c3ccccc3F)S1(=O)=O	CHEMBL1083211	pIC50=7.52
CNCC[C@@H](N1C(=O)N(C(C)C)c2cccc(F)c12)c3ccccc3	CHEMBL516965	pIC50=7.52
CNC[C@@H](O)[C@@H](N(C)c1ccccc1)c2ccccc2	CHEMBL504971	pIC50=7.52
CNC[C@@H]1Cc2ccccc2[C@@H]1Oc3cccc4ccccc34	CHEMBL524271	pIC50=7.52
COc1ccc(O[C@H](CC(C)C)[C@H]2CCNC2)c(C)n1	CHEMBL2386164	pKi=7.52
COc1ccccc1CC(N2CCNCC2)c3cccc(F)c3	CHEMBL1085321	pKi=7.52
C[C@@H](CCNCCCC(=O)N)CC1(CCC1)c2ccc(Cl)c(Cl)c2	CHEMBL3704754	pKi=7.52
Cl.CN(C)C[C@H]([C@@H](O)C(C)(C)C)c1ccc2ccccc2c1	CHEMBL543925	pKd=7.52
Clc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(c1)c4ccccc4	CHEMBL1644602	pIC50=7.52
Clc1ccccc1OC(C2CCNCC2)c3cccnc3	CHEMBL564100	pIC50=7.52
FC(F)(F)S(=O)(=O)N(Cc1ccccc1c2ccccc2)[C@H]3CCNC3	CHEMBL477571	pKi=7.52
FC(F)(F)c1ccccc1C(=O)N(CC2CC2)[C@H]3CCNC3	CHEMBL559802	pKi=7.52
FCCCOC(=O)C1C2CCC(CC1c3cccc(\C=C/Br)c3)N2	CHEMBL462585	pKi=7.52
Fc1cc(ccc1Cl)C(CC2CNC2)Oc3cccc(Cl)c3	CHEMBL3310483	pIC50=7.52
Fc1cccc(c1)C(Cc2ccccc2OC(F)(F)F)N3CCNCC3	CHEMBL1083427	pKi=7.52
O[C@@](Cc1ccccc1Cl)([C@@H]2CNCCO2)c3ccccc3	CHEMBL207713	pKi=7.52
CC(C)C(=O)N(Cc1cc(Cl)cc(Cl)c1Cl)[C@H]2CCNC2	CHEMBL477580	pIC50=7.54
CC(C)CN([C@H]1CCNC1)C(=O)c2cccc(Cl)c2C	CHEMBL1078162	pKi=7.54
CCN(C)CCCc1cccc2[nH]cc(c12)S(=O)(=O)c3ccccc3	CHEMBL593821	pIC50=7.54
CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccc(Br)s2	CHEMBL257809	pIC50=7.54
CCc1ccccc1C(=O)N(CC2CCC2)[C@H]3CCNC3	CHEMBL561739	pKi=7.54
CN1C2CCC1[C@@H](CNc3cccc(Br)n3)[C@H](C2)c4ccc(Cl)cc4	CHEMBL1914696	pKi=7.54
CN1CC(c2ccccc2)c3ccc(F)cc3C1	CHEMBL2206530	pKi=7.54
CNCCCN1Cc2ccccc2N(c3ccccc3F)S1(=O)=O	CHEMBL1087924	pIC50=7.54
CNC[C@@H](O)[C@@H](N(C)c1ccc(C)cc1)c2ccccc2	CHEMBL510855	pIC50=7.54
COc1cc(Cl)ccc1O[C@H]([C@@H]2CNCCO2)c3ccc(F)cc3	CHEMBL409277	pKi=7.54
CS(=O)(=O)N(Cc1ccccc1c2ccccc2)[C@@H]3CCNC3	CHEMBL478622	pKi=7.54
Cl.Cl.CN1CCN(C[C@H](c2cccc(Cl)c2)C3(O)CCCCC3)CC1	CHEMBL511525	pIC50=7.54
OC[C@H]1[C@@H]2CNC[C@]12c3ccc(Cl)c(Cl)c3	CHEMBL606120	pKi=7.54
CC(C)C(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]2CCNC2	CHEMBL513139	pIC50=7.55
CCOc1ccccc1CC(N2CCNCC2)c3ccc(F)cc3	CHEMBL214159	pIC50=7.55
CN(C)CC1(CCCCC1)c2cccc(c2)C(F)(F)F	CHEMBL1683896	pIC50=7.55
CNC[C@@H](O)CCN1c2ccccc2N(c3ccccc3Cl)S1(=O)=O	CHEMBL1086035	pIC50=7.55
COc1ccc(O[C@H]([C@@H]2CNCCO2)c3ccccc3)c(Cl)c1	CHEMBL264160	pKi=7.55
Cl.CCC(=O)C(C1CCNCC1)c2ccc(Cl)c(Cl)c2	CHEMBL2407326	pIC50=7.55
Cl.CCOCC(C1CCNCC1)c2ccc(Cl)c(Cl)c2	CHEMBL2407337	pIC50=7.55
FC(F)(F)c1ccccc1C(=O)N([C@H]2CCNC2)c3ccccc3	CHEMBL562533	pKi=7.55
FCCOC(=O)C1C2CCC(CC1c3ccc(\C=C/I)cc3)N2	CHEMBL230000	pKi=7.55
Fc1cccc(Oc2cccc(F)c2C3CCNCC3)c1	CHEMBL574004	pEC50=7.55
NC[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1	CHEMBL1642902	pIC50=7.55
[18F]CCOC(=O)C1C2CCC(CC1c3ccc(\C=C/I)cc3)N2	CHEMBL395998	pKi=7.55
CN1C2CCC1[C@@H](CNc3ccnc(Br)c3)[C@H](C2)c4ccc(Cl)cc4	CHEMBL1914698	pKi=7.56
Cl.CNC[C@H]1C[C@]1(Oc2cccc3ccccc23)c4cccs4	CHEMBL558525	pKi=7.56
CCN1C[C@H]2CCCC[C@]2(C1)c3ccc(Cl)c(Cl)c3	CHEMBL1813316	pIC50=7.57
CCc1ccccc1Oc2cc(C)ncc2CN(C)C	CHEMBL436673	pKi=7.57
CNC[C@@H](CCN1c2ccccc2N(c3ccccc3)S1(=O)=O)OC	CHEMBL1830876	pIC50=7.57
CNC[C@H]1OCc2ccccc2[C@H]1Oc3cccc(C)c3C	CHEMBL498120	pIC50=7.57
CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1	CHEMBL1642894	pIC50=7.57
COc1cccc(F)c1CC(N2CCNCC2)c3ccccc3	CHEMBL1086274	pKi=7.57
Cc1cccc(F)c1Oc2ncccc2C3CCNCC3	CHEMBL599592	pKi=7.57
Cl.CNCCCC1Cc2cc(F)ccc2N(c3c(F)cccc3F)S1(=O)=O	CHEMBL1204415	pIC50=7.57
O=C(N(Cc1ccccc1c2ccccc2)[C@H]3CCNC3)N4CCCC4	CHEMBL477148	pKi=7.57
Clc1ccc(cc1Cl)C2CNCc3cc(ccc23)c4cccnn4	CHEMBL3703743	pIC50=7.58
C1C[C@H]2C[C@@H](C[C@@H]1N2)Oc3cccc(n3)c4ccccc4	CHEMBL1644470	pIC50=7.59
CC(C)CN([C@H]1CCNC1)C(=O)c2cccc(F)c2C(F)(F)F	CHEMBL1078074	pKi=7.59
CC(C)N(Cc1ccccc1C(F)(F)F)C2CCNCC2.OC(=O)\C=C\C(=O)O	CHEMBL377057	pKi=7.59
CN(C)CC1(CCCCC1)c2ccc(Cl)c(F)c2	CHEMBL1683888	pIC50=7.59
CN(C)Cc1cnc(C)cc1Oc2ccc(Cl)cc2C	CHEMBL256970	pIC50=7.59
CN(C)Cc1cnccc1Oc2ccc(Cl)cc2Br	CHEMBL256136	pIC50=7.59
CNCC[C@@H](N1C(=O)C2(CCCCC2)c3ccccc13)c4cccc(F)c4	CHEMBL515614	pIC50=7.59
CNCc1cc(ccc1Oc2ccc(Cl)cc2C)C(=O)NC	CHEMBL404317	pIC50=7.59
COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(cc3)c4ccsc4)N2C	CHEMBL595677	pKi=7.59
COC(=O)\C=C/1\CN2C3CCC2C1C(C3)c4ccc(C)cc4	CHEMBL216015	pKi=7.59
COc1cc(Cl)ccc1Oc2cc(C)ncc2CN(C)C	CHEMBL403080	pIC50=7.59
COc1ccc(cc1)c2cc(on2)[C@@H]3[C@H]4CC[C@@H](C[C@@H]3c5ccc(Cl)cc5)N4C	CHEMBL1812743	pIC50=7.59
Cl.CNCCCC1Cc2cc(F)ccc2N(c3ccccc3)S1(=O)=O	CHEMBL1204413	pIC50=7.59
Clc1ccc(cc1Cl)C2CNCc3cc(ccc23)c4ccc5ncnn5c4	CHEMBL3703746	pIC50=7.59
FC(F)Oc1ccccc1CC(N2CCNCC2)c3cccc(F)c3	CHEMBL1084577	pKi=7.59
NCC[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1	CHEMBL1642912	pIC50=7.59
C(C1CNCCN1c2ccc3[nH]ncc3c2)c4ccccc4	CHEMBL1171975	pKi=7.6
C(Oc1ccccc1CC(N2CCNCC2)c3ccccc3)C4CC4	CHEMBL1083706	pKi=7.6
C1NCC(CC=C1)c2ccc3ccccc3c2	CHEMBL2322001	pKi=7.6
CCCC(=O)N(Cc1ccccc1c2ccccc2)[C@H]3CCNC3	CHEMBL507723	pKi=7.6
CCCC(=O)NCCNC(CC(C)C)C1(CCC1)c2ccc(OCC)cc2	CHEMBL3640036	pKi=7.6
CN(C)Cc1cnccc1Oc2ccc(Cl)cc2Cl	CHEMBL260036	pIC50=7.6
CNCCCC1Cc2cc(F)ccc2N(c3c(F)cccc3F)S1(=O)=O	CHEMBL1099373	pIC50=7.6
CNC[C@@H](O)CCN1c2ccccc2N(c3cccc(OC)c3)S1(=O)=O	CHEMBL1085323	pIC50=7.6
CNCc1cc(NS(=O)(=O)C)ccc1Oc2ccc(Cl)cc2C	CHEMBL258060	pIC50=7.6
Cc1cc(nn1C[C@@]23CNCC[C@@]2(C3)c4ccc(Cl)c(Cl)c4)C(F)(F)F	CHEMBL1818460	pKi=7.6
Cc1nc(C)n(CC23CNCC[C@@]2(C3)c4ccc(Cl)c(Cl)c4)n1	CHEMBL1818543	pKi=7.6
Cc1ncoc1C[C@@]23CNCC[C@@]2(C3)c4ccc(Cl)c(Cl)c4	CHEMBL1818450	pKi=7.6
Cl.CC(C1CCNCC1)c2ccc(Cl)c(Cl)c2	CHEMBL2407334	pIC50=7.6
Cl.Cl.OC1(CCCCC1)[C@H](CN2CCNCC2)c3cccc(Cl)c3	CHEMBL461707	pIC50=7.6
Cl.Fc1cc(ccc1Cl)[C@@H]2OCCNC[C@H]2CN3C=C(C=CC3=O)C4=NOC(=O)N4	CHEMBL3818596	pIC50=7.6
Clc1ccc(CN([C@H]2CCNC2)C(=O)C3CC3)c(Cl)c1	CHEMBL512472	pIC50=7.6
Clc1ccc(cc1Cl)[C@]23CCNC[C@@]2(Cn4ccc(n4)C#N)C3	CHEMBL1818459	pKi=7.6
Clc1cccc(Oc2ncccc2C3CCNCC3)c1Cl	CHEMBL600854	pKi=7.6
Cn1ccc2cc(ccc12)N(Cc3ccccc3)C4CCNCC4	CHEMBL552938	pKi=7.6
FC(F)(F)COC[C@@]1([C@@H]2CNC[C@H]12)c3ccc(Cl)c(Cl)c3	CHEMBL610220	pKi=7.6
Fc1cccc(c1)C(Cc2ccccc2Cl)N3CCNCC3	CHEMBL214121	pIC50=7.6
O=C(c1ccc2[nH]ccc2c1)C3(Cc4ccccc4)CCCNC3	CHEMBL1224161	pKi=7.6
COc1c(ccc2sccc12)C3CN(C)Cc4ccccc34	CHEMBL3663915	pKi=7.61
CC(C)CN([C@H]1CCNC1)C(=O)c2ccc3ccccc3c2	CHEMBL567932	pIC50=7.62
CCN1[C@@H](C)[C@@](O)(OCC1(C)C)c2cccc(Cl)c2	CHEMBL1765599	pIC50=7.62
COC(=O)C1C2CCC(CC1c3ccc(\C=C/I)cc3)N2	CHEMBL428706	pKi=7.62
COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(\C=C/I)cc3)N2	CHEMBL174088	pKi=7.62
Clc1ccc(cc1Cl)[C@H]2CNCC=CC2	CHEMBL2322000	pKi=7.62
Clc1cccc(C(=O)N(CCC2CC2)[C@H]3CCNC3)c1Cl	CHEMBL1080789	pKi=7.62
FC(F)(F)c1ccccc1C(=O)N(CC2CCCC2)[C@H]3CCNC3	CHEMBL564934	pKi=7.62
Fc1cccc(OC(C2CCNCC2)c3cccnc3)c1F	CHEMBL563987	pIC50=7.62
NC(=O)c1ccc(cc1)c2cc3CNCC(c4ccc(Cl)c(Cl)c4)c3cc2F	CHEMBL3703739	pIC50=7.63
C1CC(CCN1)C(Oc2ccccc2Oc3ccccc3)c4cccnc4	CHEMBL549965	pIC50=7.64
CCOC(=O)N(Cc1ccccc1Oc2ccccc2)[C@H]3CCNC3	CHEMBL476320	pKi=7.64
CN1CC(c2ccc3ccsc3c2)c4ccc(cc4C1)N5CCOCC5	CHEMBL3323183	pIC50=7.64
CNC[C@@H](O)[C@@H](N(C)c1ccc(Cl)cc1)c2ccccc2	CHEMBL466501	pIC50=7.64
COc1ccc2C3=NCCN3C(O)(c4ccc(Cl)cc4)c2c1	CHEMBL132082	pKi=7.64
COc1cccc2C3=NCCN3C(O)(c4ccc(Cl)cc4)c12	CHEMBL132954	pKi=7.64
Cc1ccc(cc1)[C@H]2C[C@H]3CCC4C2[C@](O)(CN34)c5ccc(Cl)cc5	CHEMBL419728	pIC50=7.64
Cl.CNC[C@@H](O)[C@@H](N1CC(C(C)C)c2ccccc12)c3cccc(F)c3	CHEMBL606174	pIC50=7.64
Clc1cccc(OC(C2CCNCC2)c3ccccn3)c1Cl	CHEMBL552046	pIC50=7.64
Clc1cccc(OC(C2CCNCC2)c3cccnc3)c1	CHEMBL550696	pIC50=7.64
NCC1CCC(O1)c2ccccc2	CHEMBL458639	pIC50=7.64
Nc1ccc(nn1)c2ccc3C(CNCc3c2)c4ccc(Cl)c(Cl)c4	CHEMBL3703744	pIC50=7.64
CN1C[C@H]2CCC[C@]2(C1)c3ccc(Cl)c(Cl)c3	CHEMBL1813484	pIC50=7.65
C(C(N1CCNCC1)c2ccccc2)c3ccccc3OC4CC4	CHEMBL1083705	pKi=7.66
CC(C)Oc1ccccc1CC(N2CCNCC2)c3ccccc3	CHEMBL1083405	pKi=7.66
CCOc1ccccc1C(=O)N(CC2CCC2)[C@H]3CCNC3	CHEMBL551471	pKi=7.66
CCOc1ccccc1CC(N2CCNCC2)c3cccc(F)c3	CHEMBL214395	pIC50=7.66
CN(C)CC1(CCC1)c2ccc(Cl)c(Cl)c2	CHEMBL1683883	pIC50=7.66
CN(C)CC1C2CCC(CC2)[C@@H]1c3cccc(Cl)c3	CHEMBL365183	pIC50=7.66
CN1CC(c2ccc3ccnn3c2)c4ccccc4C1	CHEMBL3323108	pIC50=7.66
CN1CC(c2ccccc2C1)c3cccc4occc34	CHEMBL3323093	pIC50=7.66
CNCC[C@@H](N1C(=O)N(C(C)C)c2ccccc12)c3ccccc3	CHEMBL461148	pIC50=7.66
CNC[C@@H](O)[C@H](c1cccc(F)c1)n2ccc3cc(F)ccc23	CHEMBL577597	pIC50=7.66
CNCc1ccccc1Oc2ccc(Cl)cc2C	CHEMBL403071	pIC50=7.66
CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13	CHEMBL341898	pKi=7.66
COc1cc(Cl)ccc1O[C@H]([C@@H]2CNCCO2)c3ccccc3F	CHEMBL264158	pKi=7.66
COc1cccc2cc(oc12)C3CN(C)Cc4ccccc34	CHEMBL3663911	pKi=7.66
Cl.CCCC(=O)C(C1CCNCC1)c2ccc(Cl)c(Cl)c2	CHEMBL2407327	pIC50=7.66
Cl.COC(=O)[C@@H]1[C@H]2CC[C@H](C[C@@H]1c3ccc(Cl)c(C)c3)N2C	CHEMBL457865	pKi=7.66
Clc1ccccc1CC(N2CCNCC2)c3ccccc3	CHEMBL213287	pIC50=7.66
Fc1ccccc1N2c3cccc(F)c3N(CCC4CNCCO4)S2(=O)=O	CHEMBL1828653	pIC50=7.66
CN1C[C@@H](c2ccccc2)c3cccc(N)c3C1	CHEMBL51697	pKi=7.67
CC(C)CN([C@H]1CCNC1)C(=O)c2cccc(Cl)c2Cl	CHEMBL1080787	pKi=7.68
CCCN(CC=C)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCCc3c2	CHEMBL403469	pIC50=7.68
CCOc1ccccc1CC(N2CCNCC2)c3cncs3	CHEMBL213496	pIC50=7.68
CN(C)Cc1ccccc1Oc2ccc(Cl)cc2F	CHEMBL256819	pIC50=7.68
CNCCC(Oc1cccc2ccccc12)c3ccsc3	CHEMBL142028	pKi=7.68
CNCCCC1Cc2ccccc2N(C1=O)c3ccc(Cl)cc3	CHEMBL197643	pKi=7.68
CNC[C@@H](O)[C@H](c1cccc(F)c1)n2ccc3cc(C)ccc23	CHEMBL572927	pIC50=7.68
CNC[C@@H](O)[C@H](c1cccc(F)c1)n2ccc3cccc(Br)c23	CHEMBL572951	pIC50=7.68
CNC[C@@H](O)[C@H](c1cccc(F)c1)n2ccc3cccc(Cl)c23	CHEMBL579244	pIC50=7.68
COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(SC)cc3)N2	CHEMBL574544	pKi=7.68
Cl.CNC[C@@H](O)[C@@H](N1CC2(CCCC2)c3ccccc13)c4cccc(F)c4	CHEMBL605990	pIC50=7.68
Cl.COC[C@H](C1CCNCC1)c2ccc(Cl)c(Cl)c2	CHEMBL2407333	pIC50=7.68
Cl.Fc1cc(ccc1Cl)C(Oc2ccccc2)C3CNC3	CHEMBL2171419	pIC50=7.68
Cl.NC[C@H]([C@@H](O)c1ccccc1)c2ccc3ccccc3c2	CHEMBL539564	pKd=7.68
Fc1ccc(Oc2ccccc2C3CCNCC3)cc1	CHEMBL584173	pKi=7.68
Fc1cccc(Oc2ccccc2C3CCNCC3)c1	CHEMBL583752	pEC50=7.68
NCC1CC1(C(=O)N2CCCc3ccccc23)c4ccccc4	CHEMBL415098	pIC50=7.68
NC[C@@H]1C[C@@]1(C(=O)N2Cc3ccccc3C2)c4cccs4	CHEMBL471211	pIC50=7.68
OC(C(O)C(=O)O)C(=O)O.FC(F)(F)c1ccccc1CN(CCCC#N)C2CCNCC2	CHEMBL383611	pKi=7.68
CC(C)CC1CNCCN1c2ccc3[nH]ncc3c2	CHEMBL1172526	pKi=7.7
CC(C)CN(Cc1ccc(F)cc1F)C2CCNCC2.OC(=O)\C=C\C(=O)O	CHEMBL207807	pKi=7.7
