CN(CCCCCCN(C)C(=O)OC1=C[N+](C)=CC=C1)C(=O)OC1=C[N+](C)=CC=C1	distigmine
NC1=C2CCCCC2=NC2=CC=CC=C12	tacrine	pKi=7.14	pKi=7.14	pKi=7.14	pIC50=6.03
CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C	neostigmine	pIC50=7.59	pIC50=7.59	pIC50=7.59	pIC50=7.38
COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC	donepezil	pKi=7.8	pKi=7.8	pKi=7.8	pIC50=6.8
C[N+]1=CC=CC=C1C=NO	pralidoxime	pKd=4.59	pKd=4.59	pKd=4.59
CC[N+](C)(C)C1=CC=CC(O)=C1	edrophonium	pKi=8.79	pKi=8.79	pKi=8.79	pKi=6.1
CN(CCCCCCCCCCN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C	demecarium
CN(C)C(=O)OC1=C[N+](C)=CC=C1	pyridostigmine	pIC50=6.44	pIC50=6.44	pIC50=6.44	pIC50=6.44
CC(C)OP(F)(=O)OC(C)C	fluostigmine	pKi=5.22	pKi=5.22	pKi=5.22	pIC50=6.92
CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C	rivastigmine	pIC50=7.43	pIC50=7.43	pIC50=7.43	pIC50=6.04
CCOP(=O)(OCC)SCC[N+](C)(C)C	echothiophate
[H][C@]12N(C)CC[C@@]1(C)C1=CC(OC(=O)NC)=CC=C1N2C	physostigmine	pIC50=9.37	pIC50=9.37	pIC50=9.37	pIC50=6.3
[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=CC=C(OC)C(O2)=C13	galantamine	pKi=7.21	pKi=7.21	pKi=7.21	pIC50=6.0
COC1=CC(O)=C(C=C1OC)C(=O)NC1=NC(=CS1)C(=O)NCCN(C(C)C)C(C)C	acotiamide	pIC50=5.52287865	pIC50=5.52287865	pIC50=5.52287865
C[N+](C)(CCCCCC[N+](C)(C)C1C2=CC=CC=C2C2=C1C=CC=C2)C1C2=CC=CC=C2C2=C1C=CC=C2	hexafluronium
CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=C(Cl)C=CC=C1)CC1=C(Cl)C=CC=C1	ambenonium
COc1ccc2OC(=O)C(=Cc2c1)C(=O)NCCCCCCNc3c4CCCCc4nc5ccccc35	CHEMBL3326706	pKi=7.61
COc1cccc2cc(oc12)C(=O)NCCCCCCNc3c4CCCCc4nc5ccccc35	CHEMBL3753850	pIC50=7.61
Cl.CNC(=O)Oc1cccc(CN(C)CCCOc2cccc(Cc3ccccc3)c2)c1	CHEMBL544126	pIC50=7.61
Oc1cccc2C(=O)C(=CC(=O)c12)NCCNc3c4CCCCc4nc5ccccc35	CHEMBL3356534	pIC50=7.61
Oc1ccccc1[C@@H]2CC(=NN2)c3c4ccccc4cc5ccccc35	CHEMBL2312285	pKi=7.61
CN(Cc1ccccc1)Cc2ccc(cc2)C(=O)c3ccc(OCCCN4CCCCC4)cc3	CHEMBL1773483	pIC50=7.62
CN1CCCc2cc(ccc12)C(=O)CCC3CCN(Cc4ccccc4)CC3	CHEMBL1083660	pIC50=7.62
CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)Nc4ccccc4)cc23.OC(C(O)C(=O)O)C(=O)O	CHEMBL123249	pIC50=7.62
COc1cc(N)c(Cl)cc1\C(=N\O)\CCC2CCN(CC3CCCCC3)CC2	CHEMBL3417004	pIC50=7.62
C\C=C\1/[C@@H]2CC3=C(C=CC(=O)N3)[C@]1(CC(=C2)C)\N=C\C=C\c4ccccc4	CHEMBL595114	pIC50=7.62
Oc1ccc2C(=CC(=O)Oc2c1)CC(=O)NCCCCNc3c4CCCCc4nc5ccccc35	CHEMBL3322160	pKi=7.63
CCC1=CC2C[C@H](C1)c3c(N)c4ccc(Cl)cc4nc3C2	CHEMBL208599	pIC50=7.64
CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)Nc4cccc(C)c4C)cc23	CHEMBL335962	pIC50=7.64
CNC(=O)Oc1ccc2N(C)[C@H]3NCC[C@@]3(C)c2c1	CHEMBL305670	pIC50=7.64
Cc1ccccc1NC(=O)Oc2ccc3OC4OCCC4(C)c3c2	CHEMBL178770	pIC50=7.64
Cl.[Br-].[Br-].[Br-].CC[N+](CC)(CC)CCOc1cc(OCC[N+](CC)(CC)CC)c(cc1OCC[N+](CC)(CC)CC)C(=O)NCCCCCC(=O)NNc2c3CCCCc3nc4ccccc24	CHEMBL1203984	pIC50=7.64
FC(F)(F)Oc1ccc(NC(=O)OC2CN(C2)C(c3ccccc3)c4ccccc4)cc1	CHEMBL2297980	pKi=7.64
O=C(CCC1CCN(Cc2ccccc2)CC1)c3ccc4CCCNCc4c3	CHEMBL1651126	pIC50=7.64
O=C1Cc2ccccc2C(=O)N1CCC3CCN(Cc4ccccc4)CC3	CHEMBL141042	pIC50=7.64
COc1cc2CC(Cc3cccc(CN4CCCC4)c3)C(=O)c2cc1OC	CHEMBL473767	pKi=7.65
COc1ccc2CC[C@@H](Cc2c1)NC(=O)N(C)C	CHEMBL3787502	pIC50=7.65
[O-][N+](=O)OCC(=O)NCCCCNc1c2CCCCc2nc3ccccc13	CHEMBL273078	pIC50=7.65
C(CCCCNc1c2CCCc2nc3ccccc13)CCCNc4c5CCCc5nc6ccccc46	CHEMBL74827	pIC50=7.66
CCCN1CCc2cc(ccc12)C(=O)CCC3CCN(Cc4ccccc4)CC3	CHEMBL74560	pIC50=7.66
CCN(CC)Cc1cccc(CC2Cc3cc(OC)c(OC)cc3C2=O)c1	CHEMBL472813	pKi=7.66
CNC(=O)Oc1cccc(CN(C)CCCCCCCCCCOc2ccc3C(=O)c4ccccc4Oc3c2)c1	CHEMBL1085527	pIC50=7.66
C[C@@]12CCNC1Nc3ccc(OC(=O)Nc4ccccc4)cc23	CHEMBL419470	pIC50=7.66
C\C=C\1/[C@@H]2CC3=C(C=CC(=O)N3)[C@]1(CC(=C2)C)\N=C\c4ccc(cc4)C#N	CHEMBL596236	pIC50=7.66
Cc1cc(nn1c2ccccc2)C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3	CHEMBL87014	pIC50=7.66
Cl.CNC(=O)Oc1cccc(CN(C)CCCCCCCCCCOc2ccc3C(=O)c4ccccc4Oc3c2)c1	CHEMBL544823	pIC50=7.66
Clc1ccc2c(NCCCCCCCCCCNC(=O)CCc3c[nH]c4ccccc34)c5CCCCc5nc2c1	CHEMBL1084263	pIC50=7.66
CC(C)(C)C(=O)NCCCCNc1c2CCCCc2nc3ccccc13	CHEMBL271385	pIC50=7.67
CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3C4=C(CCCC4)C(=O)Oc3c2)c1	CHEMBL3827288	pIC50=7.67
COc1cc2OC(=CC(=O)c2c(OC)c1OC)c3ccc(OCC(=O)NCCCCCCNc4c5CCCCc5nc6cc(Cl)ccc46)cc3	CHEMBL3400187	pIC50=7.67
Cc1c(scc1S(=O)(=O)c2ccc(Cl)cc2)C(=O)NC3CCN(Cc4ccccc4)CC3	CHEMBL2297978	pKi=7.67
NCCCNc1c2CCCCc2nc3cc(Cl)ccc13	CHEMBL191758	pIC50=7.67
CC1=CC(=NCCC2CCN(Cc3ccccc3)CC2)NN=C1c4ccccc4	CHEMBL91240	pIC50=7.68
CCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3C(=O)C=COc3c2)c1	CHEMBL1085129	pIC50=7.68
CN(CCCOc1ccc2C(=O)c3ccccc3Oc2c1)Cc4cccc(OC(=O)NCCCCCCN5CCOCC5)c4	CHEMBL340228	pIC50=7.68
CNC(=O)Oc1ccc2N(C)C3NCC[C@@]3(C)c2c1	CHEMBL74089	pIC50=7.68
COc1cc(CCC(=O)\C=C\c2ccc(CNc3c4C5CC(CC(=C5)C)Cc4nc6cc(Cl)ccc36)cc2)cc(CN(C)C)c1O	CHEMBL3355581	pIC50=7.68
Fc1ccc(cc1)C(N2CCN(CCN3CCCC3)CC2)c4ccc(F)cc4	CHEMBL427232	pIC50=7.68
CCCCCCCNC(=O)Oc1cccc2C3C(CCN3C)COc12	CHEMBL187870	pIC50=7.69
[O-][N+](=O)c1cccc(c1)[C@@H]2CC(=NN2)c3c4ccccc4cc5ccccc35	CHEMBL2312575	pKi=7.69
CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCNc3c4CCCCc4nc5cc(Cl)ccc35)cc12	CHEMBL3642044	pIC50=7.7
CC(C)C1=N[C@H]2CC[C@]34C[C@@]35[C@@H](CC[C@H]4[C@]2(C)CS1)[C@]6(C)C[C@@H](O)[C@H]([C@H](C)N(C)CCc7ccccc7)[C@@]6(C)CC5=O	CHEMBL1783526	pIC50=7.7
COc1cccc2C[C@H](CCc12)NC(=O)N(C)C	CHEMBL3786651	pIC50=7.7
Cc1ccccc1NC(=O)Oc2ccc3O[C@H]4OCC[C@@]4(C)c3c2	CHEMBL426674	pIC50=7.7
Nc1c2CCCCc2nc3cc(Cl)ccc13	CHEMBL292314	pIC50=7.7
Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1	CHEMBL420625	pIC50=7.7
[Br-].[Br-].C(CCCCCC[n+]1cccc2ccccc12)CCCCC[n+]3cccc4ccccc34	CHEMBL104387	pIC50=7.7
[Br-].[Br-].C(CCCCCC[n+]1cccc2ccccc12)CCCCC[n+]3ccccc3	CHEMBL3093804	pKi=7.7
[Br-].[Br-].C(CCCCC[n+]1ccc2ccccc2c1)CCCC[n+]3ccccc3	CHEMBL3093797	pIC50=7.7
C(COCCOCCNc1c2CCCCc2nc3ccccc13)Nc4c5CCCCc5nc6ccccc46	CHEMBL235014	pIC50=7.71
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1Cl)Cc2ccccc2Cl	CHEMBL173935	pIC50=7.71
Clc1ccc(cc1)c2nc3ccc(cc3c4OCCCc24)C(=O)NCCCCCCCCNc5c6CCCCc6nc7cc(Cl)ccc57	CHEMBL1196204	pIC50=7.71
O=C1N(CCCCCCNc2c3CCCCc3nc4ccccc24)[Se]c5ccccc15	CHEMBL3093787	pIC50=7.71
Cl.CN(C)c1ccc(cc1)C(=O)NCCCNc2c3CCCCc3nc4ccccc24	CHEMBL3604193	pIC50=7.72
Cl.Cl.Cl.Cl.Clc1ccc(cc1)c2nc3ccc(cc3c4OCCCc24)C(=O)NCCCCCCNc5c6CCCCc6nc7cc(Cl)ccc57	CHEMBL3216429	pIC50=7.72
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OC)Cc2ccccc2OC	CHEMBL173309	pIC50=7.73
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OC)Cc2ccccc2OC.OC(=O)C(=O)O	CHEMBL385130	pIC50=7.73
CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3C4=C(CCCC4)C(=O)Oc3c2)c1	CHEMBL3827610	pIC50=7.74
CCN(CCCCCC(=O)N(CCCCCCCCN(C(C)C)C(=O)CCCCCN(CC)Cc1ccccc1OC)C(C)C)Cc2ccccc2OC	CHEMBL143055	pIC50=7.74
CCN(Cc1ccccc1)Cc2ccc(cc2)C3=Cc4cc(OC)c(OC)cc4OC3=O	CHEMBL244416	pIC50=7.74
COc1cc(CCC(=O)\C=C\c2ccc(CNc3c4C5CC(CC(=C5)C)Cc4nc6cc(Cl)ccc36)cc2)ccc1O	CHEMBL3355580	pIC50=7.74
COc1cc(cc(OC)c1OC)C(=O)NCCCCCC(=O)NNc2c3CCCCc3nc4ccccc24	CHEMBL434378	pIC50=7.74
Cl.CC1=CC2CC(C1)c3c(C2)nc4cc(Cl)ccc4c3NCc5ccc(CNC(=O)c6cc(O)c7C(=O)c8c(O)cccc8C(=O)c7c6)cc5	CHEMBL3234040	pIC50=7.74
Cl.Cl.Cl.Cl.Clc1ccc(cc1)c2nc3ccc(cc3c4OCCCc24)C(=O)NCCCCCCCNc5c6CCCCc6nc7cc(Cl)ccc57	CHEMBL3215572	pIC50=7.74
[O-][N+](=O)OCCCCCCNCCCCNc1c2CCCCc2nc3ccccc13	CHEMBL260308	pIC50=7.74
CN1CCN(CC1)c2ccc(cc2)c3cnc4[nH]c5cnc(cc5c4c3)C#N	CHEMBL3359895	pIC50=7.75
Clc1ccc2c(NCCCCCCNC(=O)\C=C\c3c[nH]c4ccccc34)c5CCCCc5nc2c1	CHEMBL224202	pIC50=7.75
Fc1ccc(cc1)C(=O)N(CCC2CCN(Cc3ccccc3)CC2)c4ccccc4	CHEMBL140737	pIC50=7.75
N#Cc1cc2c(cn1)[nH]c3ncc(cc23)c4nc(CN5CCCCC5)cs4	CHEMBL3582214	pIC50=7.75
CC1=C[C@@H]2C[C@H](C1)c3c(C2)nc4cc(Cl)ccc4c3NCCCCCCCCCCNc5c6[C@@H]7C[C@H](Cc6nc8cc(Cl)ccc58)C=C(C)C7	CHEMBL3353041	pIC50=7.76
CCCOc1ccccc1C[N+](C)(CC)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc2ccccc2OCCC	CHEMBL263785	pIC50=7.76
CCN(CCCCCCNC1=CC(=O)C(=CC1=O)NCCCCCCN(CC)CCc2ccccc2OC)CCc3ccccc3OC	CHEMBL394348	pIC50=7.76
CNC(=O)Oc1ccc2[C@@H]3[C@@H](CCN3C)CCc2c1	CHEMBL1243359	pIC50=7.76
CNC(=O)Oc1cccc2C3C(CCN3C)CCc12	CHEMBL189907	pIC50=7.76
COc1cc2OC(=CC(=O)c2c(OC)c1OC)c3cccc(OCC(=O)NCCCCCNc4c5CCCCc5nc6cc(Cl)ccc46)c3	CHEMBL3403877	pIC50=7.76
Cl.CC1=CC2CC(C1)c3c(C2)nc4cc(Cl)ccc4c3NCCCCCCCCCCCNC(=O)c5cc(O)c6C(=O)c7c(O)cccc7C(=O)c6c5	CHEMBL3234039	pIC50=7.76
Cl.O=C(NCCCCCCCCCCNc1c2CCCCc2nc3ccccc13)C4=CC(=O)c5ccccc5O4	CHEMBL2019030	pIC50=7.76
CN1C2NCC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4C)ccc13	CHEMBL53623	pIC50=7.77
COc1cc(cc(OC)c1OC)C(=O)NCCCCC(=O)NNc2c3CCCCc3nc4ccccc24	CHEMBL219550	pIC50=7.77
COc1ccc2CC(CCc2c1)NS(=O)(=O)N(C)C	CHEMBL3787223	pIC50=7.77
C[N+]1(Cc2ccccc2)CCC(CCC(=O)c3ccc4OCCc4c3)CC1	CHEMBL87344	pIC50=7.77
O=C1Cc2ccccc2CN1CCC3CCN(Cc4ccccc4)CC3	CHEMBL140990	pIC50=7.77
[Br-].[Br-].C(CCCCC[n+]1ccccc1)CCCCC[n+]2cccc3ccccc23	CHEMBL3093803	pIC50=7.77
C(CCCCN1CCOCC1)CCCNc2c3CCCCc3nc4ccccc24	CHEMBL1819171	pIC50=7.78
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1C)Cc2ccccc2C	CHEMBL173607	pIC50=7.78
C\C=C\1/C2C=C(C)C[C@]1(N)CC(NCCCCCCCNc3c4CCCCc4nc5ccccc35)C2(C)C	CHEMBL208092	pKi=7.78
Cl.Cl.Cl.Clc1ccc2c(NCCCCNC(=O)CCc3ccc4nc(c5CCCOc5c4c3)c6ccccc6)c7CCCCc7nc2c1	CHEMBL3216018	pIC50=7.78
O=C(NCCCCCCNc1c2CCCCc2nc3ccccc13)C4=Cc5ccccc5OC4=O	CHEMBL3326704	pKi=7.78
CC1=C(C)c2ccc(OCCN3CCN(CCCNc4c5CCCCc5nc6ccccc46)CC3)cc2OC1=O	CHEMBL3417300	pIC50=7.79
COc1ccc2CC(CCc2c1)NC(=O)N(C)C	CHEMBL3786516	pIC50=7.79
CCCCCCCCNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1	CHEMBL74107	pIC50=7.8
CCN(CCCCCCN1CC(=O)N(CCCCCCN(CC)Cc2ccccc2OC)CC1=O)Cc3ccccc3OC	CHEMBL449467	pIC50=7.8
COc1cc(N)c(Cl)cc1C(=O)CCC2CCN(CC3CCCCC3)CC2	CHEMBL3417009	pIC50=7.8
COc1cc(\C=N\[C@@]23CC(=C[C@@H](CC4=C2C=CC(=O)N4)/C/3=C\C)C)ccc1O	CHEMBL604478	pIC50=7.8
COc1ccc2CCC(Cc2c1)NS(=O)(=O)N(C)C	CHEMBL3786448	pIC50=7.8
C\C=C\1/C2CC(C[C@@]1(N)CC(=C2)C)NCCCCCCCNc3c4CCCCc4nc5ccccc35	CHEMBL382423	pKi=7.8
Cl.[Br-].[Br-].CC[N+](CC)(CC)CCOc1cc(OCC[N+](CC)(CC)CC)cc(c1)C(=O)NCCCCCC(=O)NNc2c3CCCCc3nc4ccccc24	CHEMBL1203986	pIC50=7.8
Fc1cccc(CN2CCC(CCC(=O)c3ccc4NCCc4c3)CC2)c1	CHEMBL308807	pIC50=7.8
O=C(CCC1CCN(Cc2ccccc2)CC1)c3cc4CCCN5C(=O)CCc(c3)c45	CHEMBL1651244	pIC50=7.8
[Br-].[Br-].CC(C)(C)c1cc[n+](CCCCCCC[n+]2ccc(cc2)C(C)(C)C)cc1	CHEMBL1642976	pIC50=7.8
CC(C)(C)OC(=O)N[C@@H](CCC(=O)NCCNc1c2CCCCc2nc3ccccc13)C(=O)NCCNc4c5CCCCc5nc6ccccc46	CHEMBL504571	pKi=7.81
CC(C)c1ccccc1NC(=O)Oc2ccc3N(C)[C@H]4N(C)CC[C@@]4(C)c3c2	CHEMBL130270	pIC50=7.82
CN(CCOCCNC(=S)NC(=O)c1cccc(c1)[N+](=O)[O-])Cc2ccccc2	CHEMBL430679	pIC50=7.82
COc1cc2[Se]N(CCCCCCNc3c4CCCCc4nc5ccccc35)C(=O)c2cc1OC	CHEMBL3093791	pIC50=7.82
COc1cccc2cc(CNCCCCCCNc3c4CCCCc4nc5ccccc35)oc12	CHEMBL3752969	pIC50=7.82
CN(CCC(=O)N1CCN(CCNc2c3CCCCc3nc4ccccc24)CC1)C5CCCCC5	CHEMBL2064464	pIC50=7.83
CC(C)(C)c1cccc(c1)C(=O)C(F)(F)F	CHEMBL89354	pIC50=7.84
Cl.Cl.Cl.Clc1ccc2c(NCCCCCCCNC(=O)CCc3ccc4nc(c5CCCOc5c4c3)c6ccccc6)c7CCCCc7nc2c1	CHEMBL3216221	pIC50=7.84
[Br-].CN1C2[C@@](C)(CC[N+]2(C)C)c3cc(OC(=O)Nc4ccccc4C)ccc13	CHEMBL1172913	pIC50=7.84
CC(C)C1=N[C@H]2CC[C@]34C[C@@]35[C@@H](CC[C@H]4[C@]2(C)CS1)[C@]6(C)C[C@@H](O)[C@H]([C@H](C)N(C)CCCN7C(=O)c8ccccc8C7=O)[C@@]6(C)CC5=O	CHEMBL1783499	pIC50=7.85
CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3C=CC(=O)Oc3c2)c1	CHEMBL128551	pIC50=7.85
CCN(CCCCCCN1C(=O)c2ccc(cc2C1=O)c3ccc4C(=O)N(CCCCCCN(CC)Cc5ccccc5OC)C(=O)c4c3)Cc6ccccc6OC	CHEMBL507304	pIC50=7.85
CN(C)C(=O)Oc1ccc2[C@@H](CCOc3ccc(cc3)[N+](=O)[O-])N(C)CC=Cc2c1	CHEMBL197696	pIC50=7.85
CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)Nc4ccc(C)cc4C)cc23	CHEMBL335220	pIC50=7.85
CS(=O)(=O)Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1	CHEMBL1651246	pIC50=7.85
Cl.Cl.Cl.Clc1ccc2c(NCCCCCCCCNC(=O)CCc3ccc4nc(c5CCCOc5c4c3)c6ccccc6)c7CCCCc7nc2c1	CHEMBL3215574	pIC50=7.85
Cl.Clc1ccc(cc1)c2nc3ccc(cc3c4NCCCc24)C(=O)NCCCCCNc5c6CCCCc6nc7cc(Cl)ccc57	CHEMBL3322234	pIC50=7.85
Cl.Clc1ccc(cc1)c2nc3ccc(cc3c4NCCCc24)C(=O)NCCCCNc5c6CCCCc6nc7cc(Cl)ccc57	CHEMBL3322233	pIC50=7.85
O=C1C=C(NCCNc2c3CCCCc3nc4ccccc24)C(=O)c5ccccc15	CHEMBL3356530	pIC50=7.85
O=S(=O)(Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1)c5ccccc5	CHEMBL92955	pIC50=7.85
C(CCCNc1c2CCCCc2nc3ccccc13)CCCNc4c5Cc6ccccc6c5nc7ccccc47	CHEMBL1819175	pIC50=7.86
CCC1=CC2CC(C1)c3c(C2)nc4cc(Cl)ccc4c3NCCN=[N+]=[N-]	CHEMBL574974	pIC50=7.86
CCN(CCCCCCNC1=CC(=O)C(=CC1=O)NCCCCCCN(CC)Cc2cccc(OC)c2)Cc3cccc(OC)c3	CHEMBL394865	pIC50=7.86
CN1C2NCC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc13	CHEMBL80247	pIC50=7.86
C(CCCCNc1c2CCCCc2nc3ccccc13)CCCNc4ccncc4	CHEMBL1084096	pIC50=7.87
CC(=O)N(CCCNc1c2CCCCc2nc3ccccc13)CCCSc4c5CCCCc5nc6ccccc46	CHEMBL179192	pKi=7.87
CCN(CCCCNC1=CC(=O)C(=CC1=O)NCCCCN(CC)Cc2ccccc2OC)Cc3ccccc3OC	CHEMBL243272	pIC50=7.87
C(Cc1cocc1CCNc2c3CCCCc3nc4ccccc24)Nc5c6CCCCc6nc7ccccc57	CHEMBL522286	pKi=7.88
CCCCCCCNc1c2CCCCc2nc3cc(Cl)ccc13	CHEMBL59782	pIC50=7.88
C(CCCNc1ccncc1)CCCNc2c3CCCCc3nc4ccccc24	CHEMBL1084369	pIC50=7.89
CCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3C=CC(=O)Oc3c2)c1	CHEMBL1084883	pIC50=7.89
CCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3C(=O)c4ccccc4Oc3c2)c1	CHEMBL128863	pIC50=7.89
CN(CCOCCNC(=S)NC(=O)c1ccccc1)C2CCCCC2	CHEMBL317541	pIC50=7.89
CN1C2OCC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4C)ccc13	CHEMBL362049	pIC50=7.89
CN1[C@H]2OCC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4C)ccc13	CHEMBL205895	pIC50=7.89
COc1ccccc1CN(CCCCCCNC2=CC(=O)C(=CC2=O)NCCCCCCN(Cc3ccccc3OC)C(C)C)C(C)C	CHEMBL242836	pIC50=7.89
Cl.CN(C)C1CCc2c(OC(=O)N(C)C)cccc12	CHEMBL544398	pIC50=7.89
Clc1nc(NCCCCC2CCN(Cc3ccccc3)CC2)c(cc1C#N)C#N	CHEMBL2419688	pIC50=7.89
O=C1N(CCC2CCN(Cc3ccccc3)CC2)C(=O)c4ncccc14	CHEMBL140106	pIC50=7.89
O=C1Nc2ccccc2CN1CCC3CCN(Cc4ccccc4)CC3	CHEMBL141276	pIC50=7.89
[I-].[I-].CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1[N+](=O)[O-])Cc2ccccc2[N+](=O)[O-]	CHEMBL609977	pIC50=7.89
[O-][N+](=O)c1ccc2C(=O)N(CCC3CCN(Cc4ccccc4)CC3)C(=O)c2c1	CHEMBL105874	pIC50=7.9
Cl.CNC(=O)Oc1ccc2CCN(CCCOc3ccc4C(=O)c5ccccc5Oc4c3)Cc2c1	CHEMBL540833	pIC50=7.91
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OC)Cc2ccccc2OC	CHEMBL173018	pIC50=7.92
COc1cccc2CC(CCc12)NS(=O)(=O)N(C)C	CHEMBL3785269	pIC50=7.92
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)c(O)c5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	CHEMBL226335	pIC50=7.92
Cc1nc2cc(ccc2[nH]1)C(=O)CCC3CCN(Cc4ccccc4)CC3	CHEMBL1084790	pIC50=7.92
Cl.Cc1nc2cc(ccc2[nH]1)C(=O)CCC3CCN(Cc4ccccc4)CC3	CHEMBL542297	pIC50=7.92
Clc1ccc2c(NCCCCCCCNc3c4Cc5ccccc5c4nc6cc(Cl)ccc36)c7CCCCc7nc2c1	CHEMBL1819177	pIC50=7.92
OC1=C(Oc2cc(O)cc(O)c2C1=O)c3cc(O)c(O)c(O)c3	CHEMBL164	pIC50=7.92
OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccccc3	CHEMBL309490	pIC50=7.92
OC1=C(Oc2cc(O)ccc2C1=O)c3ccc(O)c(O)c3	CHEMBL31574	pIC50=7.92
OC[C@H]1OC(OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)cc4)[C@H](O)[C@@H](O)[C@H]1O	CHEMBL2297279	pIC50=7.92
Oc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2	CHEMBL28	pIC50=7.92
[Br-].[Br-].CC(C)(C)c1cc[n+](CCCCCCCCCC[n+]2ccc(cc2)C(C)(C)C)cc1	CHEMBL1642979	pIC50=7.92
CCC1=CC2CC(C1)c3c(N)c4c(Cl)cccc4nc3C2	CHEMBL139819	pIC50=7.93
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1C(F)(F)F)Cc2ccccc2C(F)(F)F	CHEMBL174046	pIC50=7.93
CNC(=O)Oc1cccc(CN(C)CCCCCCCCCOc2ccc3C(=O)c4ccccc4Oc3c2)c1	CHEMBL1085526	pIC50=7.93
COc1cc(\C=C\C(=O)NCCCCCCNc2c3CCCCc3nc4ccccc24)ccc1O	CHEMBL2171309	pIC50=7.93
Cl.CNC(=O)Oc1cccc(CN(C)CCCCCCCCCOc2ccc3C(=O)c4ccccc4Oc3c2)c1	CHEMBL542467	pIC50=7.93
Cl.Cl.Cl.Cl.CC1=C[C@@H]2C[C@H](C1)c3c(C2)nc4cc(Cl)ccc4c3NCCCCCCCNc5c6CCCCc6nc7cc(Cl)ccc57	CHEMBL3216557	pIC50=7.94
CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3C=CC(=O)Oc3c2)c1	CHEMBL3828693	pIC50=7.95
CC(C)C1=N[C@H]2CC[C@]34C[C@@]35[C@@H](CC[C@H]4[C@]2(C)CS1)[C@]6(C)C[C@@H](O)[C@H]([C@H](C)N(C)Cc7ccccc7C(F)(F)F)[C@@]6(C)CC5=O	CHEMBL1783516	pIC50=7.96
CC1(C)CCN(Cc2ccc(cc2)c3cnc4[nH]c5cnc(cc5c4c3)C#N)CC1	CHEMBL3582205	pIC50=7.96
CCN1CCc2cc(ccc12)C(=O)CCC3CCN(Cc4ccccc4)CC3	CHEMBL308793	pIC50=7.96
CNC(=O)Oc1ccc2NC3NCC[C@@]3(C)c2c1	CHEMBL309667	pIC50=7.96
Cl.Cl.Cl.Clc1ccc2c(NCCCCCCNC(=O)CCc3ccc4nc(c5CCCOc5c4c3)c6ccccc6)c7CCCCc7nc2c1	CHEMBL3215573	pIC50=7.96
