CS(=O)(=O)N1C=C2CN(CC2=N1)[C@H]1CO[C@@H]([C@@H](N)C1)C1=C(F)C=CC(F)=C1	omarigliptin	pKi=9.09691048	pKi=9.09691048	pKi=9.09691048	pIC50=8.59
CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=CC(F)=CC=C2C#N)C1=O	trelagliptin	pIC50=8.39793968	pIC50=8.39793968	pIC50=8.39793968	pIC50=8.4
[H][C@]1(CN[C@@]([H])(C1)C(=O)N1CCSC1)N1CCN(CC1)C1=CC(C)=NN1C1=CC=CC=C1	teneligliptin	pIC50=9.43179798	pIC50=9.43179798	pIC50=9.43179798	pIC50=9.43
CC1=NN2C=C(C=NC2=C1)C(=O)NCC(C)(C)NCC(=O)N1CCC[C@H]1C#N	anagliptin	pIC50=8.42021656	pIC50=8.42021656	pIC50=8.42021656	pIC50=8.42
N[C@H](CN1CC(F)(F)CCC1=O)CC(=O)N1CCC2=C(N=C(N=C2C1)C(F)(F)F)C(F)(F)F	gemigliptin	pIC50=7.79587984	pIC50=7.79587984	pIC50=7.79587984
N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=C(F)C=C(F)C(F)=C1	sitagliptin	pKi=7.774	pKi=7.774	pKi=7.774	pIC50=6.96
OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N	vildagliptin	pKi=8.52	pKi=8.52	pKi=8.52	pIC50=6.92
[H][C@@](N)(C(=O)N1[C@@]2([H])C[C@@]2([H])C[C@@]1([H])C#N)C12CC3CC(CC(O)(C3)C1)C2	saxagliptin	pKi=9.22	pKi=9.22	pKi=9.22	pIC50=7.3
CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=CC=CC=C3C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1	linagliptin	pIC50=10.0	pIC50=10.0	pIC50=10.0	pIC50=8.7
CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O	alogliptin	pIC50=9.0	pIC50=9.0	pIC50=9.0	pIC50=7.62
CC(C)(C)C[C@H](N)C(=O)N1CC[C@@H]2C[C@H]12	CHEMBL395184	pKi=6.0
CN1C(=O)N(C)c2nc(N3CCOCC3)c(CN)c(c4cc(F)ccc4Br)c2C1=O	CHEMBL2159193	pIC50=8.34
Cl.Cl.CC(C)Cc1nc(CC(C)(C)C)c(CN)c(c2ccc(C)cc2)c1C(=O)O	CHEMBL3215606	pIC50=8.34
O=C([C@@H]1C[C@@H](CN1)NCc2ccccc2)N3CCC[C@H]3C#N	CHEMBL195804	pIC50=8.34
CC(C)(CNC(=O)c1ccccc1)NCC(=O)N2C[C@@H](F)C[C@H]2C#N	CHEMBL488418	pIC50=8.35
CCCC[C@H](N)C(=O)N1CCC[C@@H]1B(O)O	CHEMBL194852	pIC50=8.35
CCC[C@H](N)C(=O)N1CCC[C@H]1B(O)O	CHEMBL3686745	pIC50=8.35
CN(C)C(=O)C[C@@H]1CN[C@@H](C1)C(=O)N2CCC[C@H]2C#N	CHEMBL391558	pIC50=8.35
O=C([C@@H]1C[C@@H](CN1)N2CCN(CC2)c3nc(cs3)c4ccccc4)N5CCSC5	CHEMBL2147702	pIC50=8.35
CCNC(=O)[C@@H]1CN[C@@H](C1)C(=O)N2CCC[C@H]2C#N	CHEMBL232316	pIC50=8.36
Cl.COc1ccc(Cn2cc(nn2)c3ccc(C[C@H](N)C(=O)N4CCC[C@H]4C#N)cc3)cc1	CHEMBL2418631	pIC50=8.36
Cl.Cl.CCCc1nc(CC(C)(C)C)c(CN)c(c2ccc(C)cc2)c1C(=O)O	CHEMBL3215820	pIC50=8.36
O=C([C@@H]1CC[C@H](COc2ccc(cc2)C#N)N1)N3CCC[C@H]3C#N	CHEMBL207650	pKi=8.36
CCOC[C@H]1N(CCNC1=O)C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F	CHEMBL1779707	pIC50=8.37
CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)C3=CN4N=CNC4C=C3	CHEMBL459357	pIC50=8.37
CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3ccc4ncnn4c3	CHEMBL237337	pIC50=8.37
CS(=O)(=O)n1cc2CN(Cc2n1)[C@@H]3C[C@H](N)C(N(CC(=O)N)C3)c4cc(F)ccc4F	CHEMBL3694423	pIC50=8.37
Cl.C[C@H]1N(CCn2c1nnc2C(F)(F)F)C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F	CHEMBL558779	pIC50=8.37
N[C@H]1C[C@H](CO[C@@H]1c2cc(F)ccc2F)N3Cc4[nH]nc(NC(=O)c5nccs5)c4C3	CHEMBL3735129	pIC50=8.37
O=C([C@@H]1CN[C@@H](C1)C(=O)N2CCC[C@H]2C#N)N3CCOCC3	CHEMBL415647	pIC50=8.37
O=C([C@@H]1C[C@@H](CN1)N2CCN(CC2)c3ccc(cc3)C#N)N4CCSC4	CHEMBL391578	pIC50=8.37
O=C([C@@H]1C[C@@H](CN1)N2CCN(CC2)c3nnnn3C4CCCCC4)N5CCSC5	CHEMBL2147706	pIC50=8.37
CC(C)Cc1nc2ccc(OCC(=O)N)cc2c(c1CN)c3ccc(C)cc3	CHEMBL1808464	pIC50=8.38
Cc1nc2CN(CC(=O)N)C(=O)c2c(c1CN)c3ccc(Cl)cc3Cl	CHEMBL2441950	pKi=8.38
Clc1cccc(c1)N2CCN(CC2)[C@@H]3CN[C@@H](C3)C(=O)N4CCSC4	CHEMBL391577	pIC50=8.39
F[C@H]1C[C@@H](C#N)N(C1)C(=O)CNC23CC4CC(CC(C4)C2)C3	CHEMBL511785	pIC50=8.39
N[C@H]1C[C@H](CCO[C@@H]1c2cc(F)ccc2F)N3Cc4cnc(nc4C3)C5CC5	CHEMBL3654426	pIC50=8.39
CC#CCn1c(N2CCC[C@H](N)C2)c(C#N)c3N(C)C(=O)N(Cc4nccc5ccccc45)C(=O)c13	CHEMBL1951604	pIC50=8.4
CC#CCn1c(nc2C=NN(Cc3ccc(C#N)c4ccccc34)C(=O)c12)N5CCCC(N)C5	CHEMBL404220	pIC50=8.4
CC#CCn1c(nc2C=NN(Cc3oc4ccccc4n3)C(=O)c12)N5CCCC(N)C5	CHEMBL256969	pIC50=8.4
CC#CCn1c(nc2N(C)C(=O)N(CC(=O)c3ccccc3)C(=O)c12)N4CCC[C@@H](N)C4	CHEMBL237287	pIC50=8.4
CC(=CCn1c(N2CCC[C@H](N)C2)c(C#N)c3N=CN(Cc4ccnc5ccccc45)C(=O)c13)C	CHEMBL1951431	pIC50=8.4
CC(C)(C)CC(=O)N1CCC(CC1)[C@H](N)C(=O)N2[C@@H](C[C@@H]3C[C@H]23)C#N	CHEMBL2334688	pKi=8.4
CN(C[C@@H]1CCCN1C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)c3ccc(cn3)C#N	CHEMBL552127	pIC50=8.4
CN1C(=O)C=C(C(Cc2ccccc2C#N)C1=O)N3CCC[C@@H](N)C3	CHEMBL216253	pIC50=8.4
CN1C(=O)N(Cc2nccc3ccccc23)C(=O)c4c1c(C#N)c(N5CCC[C@H](N)C5)n4Cc6ccccc6	CHEMBL1951596	pIC50=8.4
CN1C(=O)N(Cc2nccc3ccccc23)C(=O)c4c1nc(N5CCC[C@@H](N)C5)n4CC=C(C)C	CHEMBL429450	pIC50=8.4
COC1=CN=C(N2CCC[C@@H](N)C2)N(Cc3ccccc3C#N)C1=O	CHEMBL1650411	pIC50=8.4
COCCN1Cc2c(nc(C)c(CN)c2c3ccc(Cl)cc3Cl)C1=O	CHEMBL1910114	pKi=8.4
COc1cc2C(=O)N(Cc3ccccc3C#N)C(=Nc2cc1F)N4CCC[C@@H](N)C4	CHEMBL375508	pIC50=8.4
COc1cc2CCN3C[C@@H]([C@@H](N)C[C@H]3c2cc1OC)c4cccc(C)c4	CHEMBL391070	pIC50=8.4
COc1cc2CCN3C[C@@H]([C@@H](N)C[C@H]3c2cc1OC)c4cccc(Cl)c4	CHEMBL232595	pIC50=8.4
COc1ccc2C[C@H](NCc2c1)C(=O)N3CCC[C@H]3C#N	CHEMBL186566	pIC50=8.4
COc1cccc(c1)C(=O)CN2C=Nc3c(C#N)c(N4CCC[C@@H](N)C4)n(CC=C(C)C)c3C2=O	CHEMBL1951429	pIC50=8.4
COc1cccc(c1)C(=O)CN2C=Nc3c(C#N)c(N4CCC[C@H](N)C4)n(Cc5ccccc5)c3C2=O	CHEMBL1951423	pIC50=8.4
CS(=O)(=O)c1cccc(CCN2C[C@H](N)[C@H](CC2=O)c3cc(F)c(F)cc3F)c1	CHEMBL426896	pKi=8.4
CS(=O)(=O)c1cccc(c1)c2cc(ncn2)N3CC[C@@H]([C@@H](N)C3)c4cc(F)c(F)cc4F	CHEMBL1234200	pKi=8.4
CS(=O)(=O)c1cccc(c1)c2cc(ncn2)N3C[C@H](N)[C@H](CC3=O)c4cc(F)c(F)cc4F	CHEMBL222323	pKi=8.4
Cc1cc2ncc(C(=O)N3CCC(CC3)[C@H](N)Cc4cc(F)c(F)cc4F)c(C)n2n1	CHEMBL484528	pIC50=8.4
Cc1ccc(C[C@H](N)C(=O)N2C[C@@H](F)C[C@H]2C#N)cc1	CHEMBL3093904	pIC50=8.4
Cc1nc2C(=O)N(CC(=O)O)Cc2c(c1CN)c3ccc(Cl)cc3Cl	CHEMBL1910112	pKi=8.4
Cc1nc2C(=O)N(Cc2c(c1CN)c3ccc(Cl)cc3Cl)c4ccc(cc4)C#N	CHEMBL1910108	pKi=8.4
Cc1nc2nc(cn2c(c1CN)c3ccc(Cl)cc3Cl)C(=O)NCc4occc4	CHEMBL1215300	pKi=8.4
NC[C@@]1(CC[C@@H](CC1)N2N=C(C=CC2=O)c3cccnc3)c4cccc(Cl)c4	CHEMBL3112960	pIC50=8.4
N[C@@H](C1CCN(CC1)C(=O)CC2CCCCC2)C(=O)N3[C@@H](C[C@@H]4C[C@H]34)C#N	CHEMBL2334689	pKi=8.4
N[C@@H](C1CCN(CC1)C(=O)c2cnc3ccccc3n2)C(=O)N4[C@@H](C[C@@H]5C[C@H]45)C#N	CHEMBL2334699	pKi=8.4
N[C@@H](CC(=O)N1CCC[C@H]1c2onc(n2)N3CCCC3)Cc4cc(F)c(F)cc4F	CHEMBL566616	pIC50=8.4
N[C@@H](CC(=O)N1CCC[C@H]1c2onc(n2)N3CCOCC3)Cc4cc(F)c(F)cc4F	CHEMBL585129	pIC50=8.4
N[C@@H](CC(=O)N1CCC[C@H]1c2onc(n2)c3ncccn3)Cc4cc(F)c(F)cc4F	CHEMBL567727	pIC50=8.4
N[C@@H](CC(=O)N1CCn2nc(nc2C1Cn3cccn3)C(F)(F)F)Cc4cc(F)c(F)cc4F	CHEMBL250351	pIC50=8.4
N[C@@H](CC(=O)N1CCn2nc(nc2[C@H]1Cc3ccc(F)cc3)C(F)(F)F)Cc4cc(F)c(F)cc4F	CHEMBL401304	pIC50=8.4
N[C@@H](CC(=O)N1CCn2nc(nc2[C@H]1Cc3ccc(cc3)C(F)(F)F)C(F)(F)F)Cc4cc(F)c(F)cc4F	CHEMBL250999	pIC50=8.4
N[C@@H](Cc1ccc(Br)cc1)C(=O)N2CCC[C@H]2C#N	CHEMBL3093896	pIC50=8.4
N[C@@H](Cc1ccc(Cl)cc1)C(=O)N2CCC[C@H]2C#N	CHEMBL3093925	pIC50=8.4
N[C@@H](Cc1cscn1)C(=O)N2C[C@@H](F)C[C@H]2C#N	CHEMBL3127986	pIC50=8.4
N[C@@H]1CCCN(C1)C2=CC(=O)NC(=O)N2Cc3ccccc3C#N	CHEMBL1650435	pIC50=8.4
N[C@@H]1CCCN(C1)C2=Nc3ccc(F)cc3C(=O)N2Cc4ccccc4C#N	CHEMBL425483	pIC50=8.4
O=C(CN[C@@H]1CC[C@H](CC1)Oc2ccc(cn2)C#N)N3CCC[C@H]3C#N	CHEMBL3085037	pKi=8.4
O=C([C@@H]1CN[C@@H](C1)C(=O)N2CCC[C@H]2C#N)N3CCC3	CHEMBL234373	pIC50=8.4
O=C([C@@H]1C[C@@H](CN1)N2CCC(CC2)c3nnnn3c4ccccc4)N5CCSC5	CHEMBL2147705	pIC50=8.4
CS(=O)(=O)n1cc2CN(Cc2n1)[C@H]3C[C@H](N)C(N(Cc4cn[nH]c4)C3)c5cc(F)ccc5F	CHEMBL3697949	pIC50=8.41
N[C@@H](CC(=O)N1CCC[C@H]1CNc2nccc(n2)C(F)(F)F)Cc3cc(F)c(F)cc3F	CHEMBL549296	pIC50=8.41
N[C@H](C(=O)N1[C@@H](C[C@@H]2C[C@H]12)C#N)C3(CCCC3)C=C	CHEMBL3350932	pKi=8.41
Oc1cccc(c1)[C@@H]2CN[C@@H](C2)C(=O)N3CCC[C@H]3C#N	CHEMBL243798	pIC50=8.41
CC(C)(C)c1cc(ccc1OC[C@H]2CC[C@H](N2)C(=O)N3CCC[C@H]3C#N)C(=O)O	CHEMBL382003	pKi=8.42
CC(C)(C)c1cc(ccc1OC[C@H]2CC[C@H](N2)C(=O)N3CCC[C@H]3CN)C(=O)O	CHEMBL1230826	pKi=8.42
Cc1cc(ccc1CN2C[C@H](N)[C@@H](C2)C(=O)C3CCC[C@H]3C#N)n4cncn4	CHEMBL250620	pIC50=8.42
Cc1nc2nc(cn2c(c1CN)c3ccc(Cl)cc3Cl)C(=O)Nc4ccon4	CHEMBL1215166	pKi=8.42
Cl.CN1C(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc4ccccc4Cl)c5ccc(CC(=O)O)cc15	CHEMBL2147074	pIC50=8.42
Cl.N[C@@H](Cc1ccc(cc1)c2cn(Cc3ccc(F)cc3)nn2)C(=O)N4CCC[C@H]4C#N	CHEMBL2418626	pIC50=8.42
FC(F)(F)c1ccc(cc1)C(=O)NCCCC(=O)N2CCC[C@H]2C#N	CHEMBL2086614	pIC50=8.42
N[C@@H](CC(=O)N1CC(=O)Nc2cc(F)ccc2C1)[C@H]3CCc4cc(F)c(F)cc34	CHEMBL3580779	pIC50=8.42
N[C@H]1CN(CCc2cccc(c2)C(=O)O)C(=O)C[C@@H]1c3cc(F)c(F)cc3F	CHEMBL221402	pKi=8.42
OCC[C@@H]1CN[C@@H](C1)C(=O)N2CCC[C@H]2C#N	CHEMBL395919	pIC50=8.42
CC(C)(C)C(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F	CHEMBL558322	pIC50=8.43
CC(C)C(Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc3ccccc3F)cc1)C(=O)O.OC(=O)C(F)(F)F	CHEMBL365837	pIC50=8.43
CC(C)c1cc(ccc1OC[C@H]2CC[C@H](N2)C(=O)N3CCC[C@H]3C#N)C(=O)O	CHEMBL436744	pKi=8.43
COc1cc2CCN3CC(C(N)CC3c2cc1OC)N4CC(C)CCC4=O	CHEMBL590329	pIC50=8.43
Cl.Cl.COC(=O)c1cccc(NC(=O)Cc2c(C)nc(CC(C)C)c(CN)c2c3ccc(C)cc3)c1	CHEMBL3216724	pIC50=8.43
N[C@H]1C[C@H](CC[C@@H]1c2cc(F)c(F)cc2F)N3Cc4nn5cccnc5c4C3	CHEMBL3806003	pIC50=8.43
N[C@H]1C[C@H](CO[C@@H]1c2cc(F)ccc2F)N3Cc4[nH]nc(NC(=O)c5ccncc5)c4C3	CHEMBL3735925	pIC50=8.43
COCCOc1ccc2nc(sc2c1)C3(CCOCC3)NC(=O)C[C@H](N)Cc4cc(F)c(F)cc4F	CHEMBL470164	pIC50=8.44
COc1cc2CCN3C[C@@H]([C@@H](N)C[C@H]3c2cc1OC)N4C[C@H](CF)CC4=O	CHEMBL591117	pIC50=8.44
Clc1cc(N[C@@H]2CN[C@@H](C2)C(=O)N3[C@H](C[C@H]4C[C@@H]34)C#N)ccc1C#N	CHEMBL458744	pKi=8.44
N[C@H]1CC(=CC[C@@H]1c2cc(F)c(F)c(F)c2)COc3cccc(c3)C(=O)N.OC(=O)C(F)(F)F	CHEMBL410514	pKi=8.44
N[C@H]1CN(Cc2ccc(F)c(c2)C#N)C[C@H]1C(=O)N3CCC[C@H]3C#N	CHEMBL438520	pIC50=8.44
C=CC[C@@H]1CN[C@@H](C1)C(=O)N2CCC[C@H]2C#N	CHEMBL245069	pIC50=8.46
CNC(=O)[C@@H]1CN[C@@H](C1)C(=O)N2CCC[C@H]2C#N	CHEMBL391559	pIC50=8.46
CS(=O)(=O)c1cccc(c1)c2cc(ncn2)N3CC(N)C(C3)c4cc(F)c(F)cc4F	CHEMBL428223	pKi=8.46
Cc1ccccc1OC[C@H]2CC[C@H](N2)C(=O)N3CCC[C@H]3C#N	CHEMBL382167	pKi=8.46
Cl.CN1C(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc4ccccc4Cl)c5cc(CC(=O)O)ccc15	CHEMBL2147083	pIC50=8.46
N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)CC(F)(F)F)Cc2cc(F)c(F)cc2F	CHEMBL550114	pIC50=8.46
N[C@@H](CC(=O)N1CCC[C@H]1CNc2ccc(cn2)C#N)Cc3cc(F)c(F)cc3F	CHEMBL563244	pIC50=8.46
N[C@H]1CN(C[C@H]1C(=O)C2CCC[C@H]2C#N)C3CCOc4ccccc34	CHEMBL400533	pIC50=8.46
N[C@H]1C[C@H](CO[C@@H]1c2cc(F)ccc2F)N3Cc4nn5cncnc5c4C3	CHEMBL3805353	pIC50=8.46
O=C([C@@H]1C[C@@H](CN1)c2ccccc2)N3CCC[C@H]3C#N	CHEMBL396512	pIC50=8.46
O[C@@]12C[C@H]3C[C@@H](C1)C[C@@](C3)(C2)NCC(=O)N4CCC[C@H]4C#N	CHEMBL3084811	pIC50=8.46
CC#CCN1C(=O)N(Cc2ncccn2)C(=O)C=C1N3CCC[C@@H](N)C3	CHEMBL2425884	pIC50=8.47
CCC[C@@H]1CN[C@@H](C1)C(=O)N2CCC[C@H]2C#N	CHEMBL242985	pIC50=8.47
CCOC(=O)CN1C(=O)CN(Cc2ccccc12)C(=O)C[C@H](N)[C@H]3CCc4cc(F)c(F)cc34	CHEMBL3580792	pIC50=8.47
CN1C(=O)CN(Cc2ccc(F)cc12)C(=O)C[C@H](N)[C@H]3CCc4cc(F)c(F)cc34	CHEMBL3580789	pIC50=8.47
Cc1cc(N2CCN(CC2)[C@@H]3CN[C@@H](C3)C(=O)N4CCSC4)n(n1)c5ccc(Cl)cc5	CHEMBL2147714	pIC50=8.47
Cc1nc2CN(Cc3ccn(C)n3)C(=O)c2c(c1CN)c4ccc(Cl)cc4Cl	CHEMBL2441833	pKi=8.47
Cl.CN1C(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc4cc(F)ccc4Cl)c5ccc(cc15)C(=O)OCC6=C(C)OC(=O)O6	CHEMBL3400966	pIC50=8.47
N[C@H]1CN(C[C@H]1C(=O)C2CCC[C@H]2C#N)C3CCc4cc(ccc34)C#N	CHEMBL249408	pIC50=8.47
N[C@H]1C[C@H](CSC1c2cc(F)cc(F)c2F)N3Cc4c[nH]nc4C3	CHEMBL3644452	pIC50=8.47
O=C(NC[C@@H]1CN[C@@H](C1)C(=O)N2CCSC2)c3cscn3	CHEMBL1230909	pKi=8.47
CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CCC[C@H]1C#N)c2ccc(cc2)c3ccc(F)cc3.OC(=O)C(F)(F)F	CHEMBL189055	pIC50=8.48
COc1ccc2sc(nc2c1)C3(CCS(=O)(=O)CC3)NC(=O)C[C@H](N)Cc4cc(F)c(F)cc4F	CHEMBL470357	pIC50=8.48
Cc1cc(O)cc(C)c1[C@@H]2CN[C@@H](C2)C(=O)N3CCC[C@H]3C#N	CHEMBL243799	pIC50=8.48
Cn1nccc1c2ccc(CN3C[C@H](N)[C@@H](C3)C(=O)N4CCC[C@H]4C#N)cc2	CHEMBL248793	pIC50=8.48
F[C@H]1C[C@@H](C#N)N(C1)C(=O)CNC2CCCCCCC2	CHEMBL470681	pIC50=8.48
OCC1(CCCC1)NCC(=O)N2C[C@@H](F)C[C@H]2C#N	CHEMBL513725	pIC50=8.48
CS(=O)(=O)Nc1n[nH]c2CN(Cc12)[C@H]3CO[C@@H]([C@@H](N)C3)c4cc(F)ccc4F	CHEMBL3734769	pIC50=8.5
CS(=O)(=O)c1ccc(c(Cl)c1)c2noc(n2)[C@@H](CCO)[C@H](N)C(=C3CCCC3)F.OC(=O)C(F)(F)F	CHEMBL445674	pIC50=8.5
Cc1nc2nc(cn2c(c1CN)c3ccc(Cl)cc3Cl)C(=O)NCc4cccs4	CHEMBL1215235	pKi=8.5
Cl.N[C@H]1CN(CCc2ccc3OCOc3c2)C(=O)C[C@@H]1c4cc(F)c(F)cc4F	CHEMBL538090	pKi=8.5
NC1CN(CC1c2cc(F)c(F)cc2F)c3cc(ncn3)c4cccc(c4)S(=O)(=O)N5CCOCC5	CHEMBL246322	pKi=8.5
N[C@@H](CC(=O)N1CCC[C@H]1CNc2ncccc2C#N)Cc3cc(F)c(F)cc3F	CHEMBL562072	pIC50=8.5
N[C@H]1CN(Cc2ccc(cc2)n3cncn3)C[C@H]1C(=O)N4CCC[C@H]4C#N	CHEMBL399525	pIC50=8.5
CC#CCN1C(=O)N(Cc2ccc3ccccc3n2)C(=O)C=C1N4CCC[C@@H](N)C4	CHEMBL2425886	pIC50=8.51
COC[C@H]1CCCN1C(=O)c2cn3c(c(CN)c(C)nc3n2)c4ccc(Cl)cc4Cl	CHEMBL1215017	pKi=8.51
Cc1nc2nc(cn2c(c1CN)c3ccc(Cl)cc3Cl)C(=O)NC4CCOCC4	CHEMBL1214944	pKi=8.51
F[C@H]1C[C@@H](C#N)N(C1)C(=O)CNC2C3CC4CC(CC2C4)C3	CHEMBL451937	pIC50=8.51
F[C@H]1C[C@@H](C#N)N(C1)C(=O)CNC2CCC2	CHEMBL470476	pIC50=8.51
N[C@@H](Cc1ccc(cc1)c2ccc(F)cc2)C(=O)N3CCC[C@H]3C#N	CHEMBL199614	pKi=8.51
O=C([C@@H]1C[C@@H](CN1)N2CCN(CC2)c3ccncc3)N4CCSC4	CHEMBL239564	pIC50=8.51
OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N4C[C@@H](F)C[C@H]4C#N	CHEMBL469659	pIC50=8.51
CC#CCn1c(nc2C=NN(CC3=Nc4ccccc4Oc5ccccc35)C(=O)c12)N6CCC[C@@H](N)C6	CHEMBL401502	pIC50=8.52
CC#CCn1c(nc2C=NN(Cc3nc(C)c4ccccc4n3)C(=O)c12)N5CCCNCC5	CHEMBL257999	pIC50=8.52
CC#CCn1c(nc2N(C)C(=O)N(CC(=O)c3ccccc3[N+](=O)[O-])C(=O)c12)N4CCC[C@H](C4)NC(=O)OC(C)(C)C	CHEMBL3680637	pIC50=8.52
CC#CCn1c(nc2N(C)C(=O)N(Cc3nc(C)cc4ccccc34)C(=O)c12)N5CCC[C@@H](N)C5	CHEMBL237499	pIC50=8.52
CC(=CCn1c(N2CCC[C@H](N)C2)c(C#N)c3N=CN(Cc4nc(C)c5ccccc5n4)C(=O)c13)C	CHEMBL1951433	pIC50=8.52
CC(N1C[C@H](N)[C@@H](C1)C(=O)C2CCC[C@H]2C#N)c3ccc(cc3)n4cncn4	CHEMBL400532	pIC50=8.52
CC1(CCN(CC1)c2ccc(cn2)C#N)NCC(=O)N3[C@H](CC[C@H]3C#N)C#C	CHEMBL387297	pKi=8.52
CCN(CC#N)C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2	CHEMBL203618	pKi=8.52
CN1C(=O)CN(Cc2ccccc12)C(=O)C[C@H](N)[C@H]3CCc4cc(F)c(F)cc34	CHEMBL3580788	pIC50=8.52
CN1C(=O)N(CC(=O)c2ccccc2)C(=O)c3c1nc(N4CCC[C@H](N)C4)n3CC=C(C)C	CHEMBL237067	pIC50=8.52
CN1C(=O)N(Cc2nccc3ccccc23)C(=O)c4c1c(C#N)c(N5CCCNCC5)n4CC=C(C)C	CHEMBL1951608	pIC50=8.52
CS(=O)(=O)n1cc2CN(Cc2n1)[C@@H]3C[C@H](N)C(N(Cc4cncnc4)C3)c5cc(F)ccc5F	CHEMBL3697946	pIC50=8.52
C[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3cccc(c3)c4noc(O)n4.OC(=O)C(F)(F)F	CHEMBL370072	pIC50=8.52
Cl.CC(C)C(Nc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)cc1)C(=O)O	CHEMBL1683504	pIC50=8.52
Clc1ccc(cc1Cl)N2CCN(CC2)[C@@H]3CN[C@@H](C3)C(=O)N4CCSC4	CHEMBL241246	pIC50=8.52
NCC(=S)N1CCC[C@H]1B(O)O	CHEMBL3686738	pIC50=8.52
NC[C@@]1(CC[C@@H](CC1)N2N=C(C=CC2=O)c3ccccc3)c4cccc(Cl)c4	CHEMBL3112959	pIC50=8.52
NCc1c(N)nc(nc1c2ccc(Cl)cc2Cl)c3cc(F)cc(F)c3	CHEMBL1909975	pIC50=8.52
N[C@@H](CC(=O)N1CCC[C@H]1c2onc(CC3CC3)n2)Cc4cc(F)c(F)cc4F	CHEMBL566672	pIC50=8.52
N[C@@H](CC(=O)N1CCC[C@H]1c2onc(n2)c3ncc(F)cc3F)Cc4cc(F)c(F)cc4F	CHEMBL566829	pIC50=8.52
N[C@@H](Cc1ccc(F)cc1)C(=O)N2C[C@@H](F)C[C@H]2C#N	CHEMBL3093903	pIC50=8.52
N[C@@H]1CCCN(C1)C2=NC=C(Br)C(=O)N2Cc3sccc3C#N	CHEMBL1650430	pIC50=8.52
N[C@H]1CN(C(=O)C[C@@H]1c2cc(F)c(F)cc2F)c3cc(ncn3)N4CCn5cc(nc5C4)C(F)(F)F	CHEMBL222144	pKi=8.52
N[C@H]1C[C@H](CCO[C@@H]1c2cc(F)ccc2F)N3Cc4cnn(c4C3)c5ccccc5	CHEMBL3654420	pIC50=8.52
O=C(CNC12C[C@@H]3C[C@@H](C[C@@H](C3)C1)C2)N4CCC[C@H]4C#N	CHEMBL319080	pIC50=8.52
O=C([C@@H]1C[C@@H](CN1)NC2CCCCC2)N3CCC[C@H]3C#N	CHEMBL192882	pIC50=8.52
CC(C)(C)NCC(=O)N1C[C@@H](F)C[C@H]1C#N	CHEMBL512726	pIC50=8.54
CC(C)(CNC(=O)c1ccc2OCCc2c1)NCC(=O)N3C[C@@H](F)C[C@H]3C#N	CHEMBL488036	pIC50=8.54
CC(C)C[C@@H]1CN[C@@H](C1)C(=O)N2CCC[C@H]2C#N	CHEMBL242987	pIC50=8.54
CC12CC3(C)CC(O)(C1)CC(C3)(C2)[C@H](N)C(=O)N4CC[C@@H]5C[C@H]45	CHEMBL391211	pKi=8.54
CCN1C(=O)CN(Cc2ccccc12)C(=O)C[C@H](N)[C@H]3CCc4cc(F)c(F)cc34	CHEMBL3580790	pIC50=8.54
Cc1cc(N2CCN(CC2)[C@@H]3CN[C@@H](C3)C(=O)N4CCSC4)n(n1)c5ccc(F)cc5	CHEMBL2147711	pIC50=8.54
Cc1ccnc2c3CN(Cc3nn12)[C@H]4CO[C@@H]([C@@H](N)C4)c5cc(F)ccc5F	CHEMBL3804950	pIC50=8.54
Cc1nc2nc(cn2c(c1CN)c3ccc(Cl)cc3Cl)C(=O)N4CCCC4	CHEMBL1214942	pKi=8.54
Cl.Cl.CC(C)Cc1nc(C)c(CC(=O)N2CCC[C@H]2C(=O)O)c(c1CN)c3ccc(C)cc3	CHEMBL3216485	pIC50=8.54
