COC1=CC(CNC(=O)CCCC\C=C/C(C)C)=CC=C1O	zucapsaicin	pEC50=7.71000004	pEC50=7.71000004	pEC50=7.71000004
COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1	capsaicin	pKi=8.22	pKi=8.22	pKi=8.22	pIC50=8.1
CC(=O)NC1=CC=C(O)C=C1	paracetamol
CC1CCN(CC1)c2nc(ccc2CNC(=O)C(c3ccc(C)cc3)c4ccc(NS(=O)(=O)C)c(F)c4)C(F)(F)F	CHEMBL3425527	pKi=8.96
CCC(CC)Oc1nc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL2385411	pKi=8.96
FC(F)(F)c1ccc(Nc2ncnc3cc(ccc23)c4ncccc4C(F)(F)F)cc1	CHEMBL214796	pIC50=8.96
CC(C(=O)NCc1ccc(cc1c2cccc(Cl)c2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3629232	pKi=9.0
CC(C(=O)NCc1ccc(nc1N2CC(C)CC(C)C2)C(F)(F)Cl)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3407759	pKi=9.0
CC(C(=O)NCc1ccc(nc1N2CCC(C)CC2)C(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3407752	pKi=9.0
CC(C(=O)NCc1ccc(nc1c2cc3ccccc3s2)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3317492	pKi=9.0
CC1CCN(CC1)c2nc(C)ccc2CNC(=O)Nc3ccc(CNS(=O)(=O)N)c(F)c3	CHEMBL3694614	pKi=9.0
CC1CCN(CC1)c2nc(ccc2CNC(=O)Nc3ccc(CNS(=O)(=O)N)cc3)C(F)(F)F	CHEMBL3694612	pKi=9.0
CCC1CCC(CC1)Sc2nc(ccc2CNC(=O)C(C)c3ccc(NS(=O)(=O)C)c(F)c3)C(F)(F)F	CHEMBL2442918	pKi=9.0
CCCCCc1nc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL3313936	pKi=9.0
CCCCOc1cc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL3627936	pKi=9.0
CN1C(=O)NCc2c(NC(=O)N[C@@H]3C[C@@](C)(Oc4ccccc34)C(F)(F)F)cccc12	CHEMBL3682255	pIC50=9.0
COC1CN(CCN1C(=O)Nc2nc3ccc(F)cc3s2)c4ncc(C[C@@H](O)CO)cc4Cl	CHEMBL3671846	pIC50=9.0
COc1ccc(cc1)c2nc(ccc2CNC(=O)C(C)c3ccc(NS(=O)(=O)C)c(F)c3)C(F)(F)F	CHEMBL3319113	pKi=9.0
COc1ccc2C(Cc3ccc(Br)cc3)C(CCc2c1)NC(=O)Nc4cccc5cnccc45	CHEMBL250593	pKi=9.0
Fc1ccc2C(Cc3ccc(cc3)C(F)(F)F)C(CCc2c1)NC(=O)Nc4cccc5cnccc45	CHEMBL250594	pKi=9.0
Oc1ccc2cccc(NC(=O)NCCc3ccc(Cl)c(Cl)c3)c2c1	CHEMBL151298	pKi=9.0
Oc1ccc2cccc(NC(=O)NCc3ccc(OC(F)(F)F)cc3)c2c1	CHEMBL147068	pKi=9.0
Oc1ccc2cccc(NC(=O)NCc3ccc(cc3)C(F)(F)F)c2c1	CHEMBL148920	pKi=9.0
CC(C(=O)NCc1ccc(cc1N2CCC(C)CC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3629491	pKi=9.05
CC(C(=O)NCc1ccc(cc1N2CCC(CC2)c3ccc(F)cc3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3629495	pKi=9.05
CC(C(=O)NCc1ccc(cc1OCc2ccccc2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3627943	pKi=9.05
CC(C(=O)NCc1ccc(cc1SCc2ccccc2Cl)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3629221	pKi=9.05
CC(C(=O)NCc1ccc(nc1N2CCC(C)CC2)C(F)(F)F)c3cc(Br)c(N)c(Br)c3	CHEMBL3681229	pKi=9.05
CC(C(=O)NCc1ccc(nc1N2CCC(C)CC2)C3CC3)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3407754	pKi=9.05
CC(C(=O)NCc1ccc(nc1OC2CCCCC2)C(F)(F)Cl)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3407949	pKi=9.05
CC(C(=O)NCc1ccc(nc1OCc2ccccc2)C(F)(F)Cl)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3407950	pKi=9.05
CC(C(=O)NCc1ccc(nc1SC2CCCCC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL2442911	pKi=9.05
CC(C(=O)NCc1ccc(nc1c2ccc(Cl)c(Cl)c2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3317478	pKi=9.05
CC(C)CCCc1nc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL3314382	pKi=9.05
CCC\C=C\c1nc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL3314385	pKi=9.05
CC(C(=O)NCc1cc(nn1c2cccc(Cl)c2)C(F)(F)F)c3ccc(cc3)C(=O)Nc4ccc(F)cc4	CHEMBL3689053	pKi=9.1
CC(C(=O)NCc1ccc(nc1C#Cc2ccccc2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3317496	pKi=9.1
CC(C(=O)NCc1ccc(nc1N2CCN(CC2)c3ccccc3)C(F)(F)Cl)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3407761	pKi=9.1
CC(C)COc1cc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL3627939	pKi=9.1
CCCCCCOc1cc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(C)(F)F	CHEMBL3627938	pKi=9.1
CCCCCCOc1nc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)Cl	CHEMBL3407763	pKi=9.1
COc1ccc(cc1)c2cc(ccc2CNC(=O)C(C)c3ccc(NS(=O)(=O)C)c(F)c3)C(F)(F)F	CHEMBL3629229	pKi=9.1
C[C@H](C(=O)NCc1ccc(nc1C2CC3CCC2C3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3314401	pKi=9.1
FC(F)(F)c1cc(CNC(=O)Nc2cccc3cnccc23)ccc1Cl	CHEMBL102486	pKi=9.1
Fc1ccc2C(CC3CC3)C(CCc2c1)NC(=O)Nc4cccc5cnccc45	CHEMBL248561	pKi=9.1
COc1cc(CC(=O)OCC2=C[C@H]3[C@H]4O[C@]5(Cc6ccccc6)O[C@]4(C[C@@H](C)[C@]3(O5)[C@@H]7C=C(C)C(=O)[C@@]7(O)C2)C(=C)C)c(I)cc1O	CHEMBL18441	pKi=9.15
CC(C(=O)NCc1ccc(cc1N2CCN(CC2)c3ccc(C)cc3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3629501	pKi=9.16
CC(C(=O)NCc1ccc(cc1OC2CCCCC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3627942	pKi=9.16
CC(C(=O)NCc1ccc(nc1C2=CCCCC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3314402	pKi=9.16
CC(C(=O)NCc1ccc(nc1\C=C\C(C)(C)C)C(F)(F)F)c2ccc(NS(=O)(=O)C)c(F)c2	CHEMBL3314387	pKi=9.16
CC(C(=O)NCc1ccc(nc1\C=C\C2CCCCC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3314388	pKi=9.16
CC(C(=O)NCc1ccc(nc1c2ccc(Cl)cc2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3319111	pKi=9.16
CC(C)CC(CC(C)C)Oc1nc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL2385414	pKi=9.16
CC1CCN(CC1)c2nc(ccc2CNC(=O)Cc3cc(Br)c(N)c(Br)c3)C(F)(F)F	CHEMBL3681231	pKi=9.16
CC1CCN(CC1)c2nc(ccc2CNC(=O)Nc3cccc4ncccc34)C(F)(F)F	CHEMBL3393838	pKi=9.16
CCC1CCN(CC1)c2cc(ccc2CNC(=O)C(C)c3ccc(NS(=O)(=O)C)c(F)c3)C(F)(F)F	CHEMBL3629492	pKi=9.16
CCCC(CCC)Oc1nc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL2385412	pKi=9.16
CCCCCOc1cc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL3627937	pKi=9.16
CC(C(=O)NCc1ccc(cc1C2CCCCC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3629228	pKi=9.22
CC(C(=O)NCc1ccc(cc1OC2CCCC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3627941	pKi=9.22
CC(C(=O)NCc1ccc(cc1c2ccc(F)c(Cl)c2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3629233	pKi=9.22
CC(C(=O)NCc1ccc(nc1CCC(C)(C)C)C(F)(F)F)c2ccc(NS(=O)(=O)C)c(F)c2	CHEMBL3314383	pKi=9.22
CC(C(=O)NCc1ccc(nc1CCc2ccc(C)cc2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3317497	pKi=9.22
CC(C(=O)NCc1ccc(nc1c2ccc(F)c(Cl)c2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3317476	pKi=9.22
CC(C)COc1nc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)Cl	CHEMBL3407764	pKi=9.22
CCCN(CCC)c1nc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)Cl	CHEMBL3407758	pKi=9.22
CC1CCN(CC1)c2nc(ccc2CNC(=O)Nc3cccc4cnccc34)C(F)(F)F	CHEMBL3393837	pIC50=9.26
CC(C(=O)NCc1cc(nn1c2ccc(F)c(Cl)c2)C(C)(C)C)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3689038	pKi=9.3
CC(C(=O)NCc1ccc(cc1OCc2ccc(F)cc2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3627944	pKi=9.3
CC(C(=O)NCc1ccc(cc1SC2CCCCC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3627951	pKi=9.3
CC(C(=O)NCc1ccc(cc1SCc2ccccc2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3627953	pKi=9.3
CC(C(=O)NCc1ccc(nc1N2CCCCCC2)C(F)(F)Cl)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3407760	pKi=9.3
CC(C(=O)NCc1ccc(nc1c2ccc(cc2)C(C)(C)C)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3319115	pKi=9.3
CC(C(=O)NCc1ccc(nc1c2cccc(Cl)c2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3319112	pKi=9.3
CC(C)CCOc1cc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL3627940	pKi=9.3
CCCCC(CCC)Oc1nc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL2385413	pKi=9.3
CC(C(=O)NCc1ccc(cc1N2CCC(CC2)C(F)(F)F)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3629494	pKi=9.4
CC(C(=O)NCc1ccc(cc1N2CCC(Cc3ccc(F)cc3)CC2)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3629497	pKi=9.4
CC(C(=O)NCc1ccc(cc1N2CCC(Cc3cccc(F)c3)CC2)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3629498	pKi=9.4
CC(C(=O)NCc1ccc(nc1C2CCC(C)(C)CC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3314397	pKi=9.4
CC(C(=O)NCc1ccc(nc1C2CCC(C)CC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3314391	pKi=9.4
CC(C(=O)NCc1ccc(nc1N2CCC(CC2)C(F)(F)F)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL2177405	pKi=9.4
CC(C(=O)NCc1ccc(nc1c2ccc(F)c(C)c2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3317477	pKi=9.4
CC1CCN(CC1)c2nc(ccc2CNC(=O)Nc3cccc4ccncc34)C(F)(F)F	CHEMBL3393836	pKi=9.4
CCCCCc1cc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL3629227	pKi=9.4
COc1cc(CC(=O)OCC2=C[C@H]3[C@H]4OCO[C@]4(C[C@@H](C)[C@]3(OCc5ccccc5)[C@@H]6C=C(C)C(=O)[C@@]6(O)C2)C(=C)C)cc(I)c1O	CHEMBL408581	pIC50=9.4
CC(C(=O)NCc1cc(nn1c2cccc(Cl)c2)C(C)(C)C)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3689036	pKi=9.52
CC(C(=O)NCc1ccc(nc1C2=CCC(C)CC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3314403	pKi=9.52
CC(C(=O)NCc1ccc(nc1C2CCC(CC2)C(C)(C)C)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3314394	pKi=9.52
CC(C(=O)NCc1ccc(nc1N2CCC(C)CC2)C(F)(F)Cl)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3407753	pKi=9.52
CC(C(=O)NCc1ccc(nc1[C@@H]2CC[C@H](CC2)C(C)(C)C)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3314396	pKi=9.52
CC(C(=O)NCc1ccc(nc1c2cccs2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3317484	pKi=9.52
CC1CCN(CC1)c2nc(ccc2CNC(=O)Cc3cc(Br)c(O)c(Br)c3)C(F)(F)F	CHEMBL3681232	pKi=9.52
CCC1CCC(CC1)c2nc(ccc2CNC(=O)C(C)c3ccc(NS(=O)(=O)C)c(F)c3)C(F)(F)F	CHEMBL3314392	pKi=9.52
CCCN(CCC)c1cc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL3629486	pKi=9.52
C[C@H](C(=O)NCc1ccc(nc1C2CCC(C)(C)CC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3314398	pKi=9.52
C[C@H](C(=O)NCc1ccc(nc1C2CCCCC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3314390	pKi=9.52
CC(C(=O)NCc1ccc(nc1C2=CC(C)CCC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3314405	pKi=9.7
CC(C(=O)NCc1ccc(nc1C2=CCC(C)(C)CC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3314410	pKi=9.7
CC(C(=O)NCc1ccc(nc1C2=CCC(CC2)C(C)(C)C)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3314408	pKi=9.7
CC(C(=O)NCc1ccc(nc1Cl)C(F)(F)F)c2ccc(NS(=O)(=O)C)c(F)c2	CHEMBL3314377	pKi=9.7
CC(C(=O)NCc1ccc(nc1N2CCC(Cc3ccccc3)CC2)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL2177440	pKi=9.7
CCC1CCC(CC1)c2nc(ccc2CNC(=O)[C@@H](C)c3ccc(NS(=O)(=O)C)c(F)c3)C(F)(F)F	CHEMBL3314393	pKi=9.7
CCCN(CCC)c1nc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL2178063	pKi=9.7
C[C@H](C(=O)NCc1ccc(nc1C2=CCC(C)CC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3314404	pKi=9.7
CC(C(=O)NCc1ccc(nc1C2=C[C@H](C)CCC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3314406	pKi=10.0
CCC1CCC(=CC1)c2nc(ccc2CNC(=O)C(C)c3ccc(NS(=O)(=O)C)c(F)c3)C(F)(F)F	CHEMBL3314407	pKi=10.0
COc1cc(CC(=O)NCc2ccc(nc2N3CCC(C)CC3)C(F)(F)F)cc(Br)c1O	CHEMBL3681230	pKi=10.0
C[C@H](C(=O)NCc1cc(nn1c2cccc(Cl)c2)C(C)(C)C)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3689037	pKi=10.0
C[C@H](C(=O)NCc1ccc(nc1C2=CCC(C)(C)CC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3314411	pKi=10.0
C[C@H](C(=O)NCc1ccc(nc1C2=CCC(CC2)C(C)(C)C)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3314409	pKi=10.0
