NS(=O)(=O)C1=CC(Cl)=C(Cl)C(=C1)S(N)(=O)=O	dichlorphenamide	pKi=7.301	pKi=7.301	pKi=7.301	pKi=7.25
CC(=O)Nc1nnc(s1)S(=O)(=O)N	acetazolamide	pKi=8.6	pKi=8.6	pKi=8.6	pKd=6.48
CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O	ethoxzolamide	pKi=7.66	pKi=7.66	pKi=7.66	pKi=7.25
CC(C)CSc1cc2NCNS(=O)(=O)c2cc1S(=O)(=O)N	CHEMBL385451	pKi=6.0
CCB(CC)OC(=O)[C@@H](N)CCCCNC(=S)Nc1ccc(cc1)S(=O)(=O)Nc2nnc(s2)S(=O)(=O)N	CHEMBL1797792	pKi=8.16
CCCCCCCCOS(=O)(=O)N	CHEMBL24261	pKi=8.16
CCN(CC)Cc1cn(nn1)c2ccc3OS(=O)(=O)C=Cc3c2	CHEMBL2326518	pKi=8.16
Cc1cc(C)[n+](CCc2ccc(cc2)S(=O)(=O)N)c(C)c1.[O-]Cl(=O)(=O)=O	CHEMBL352535	pKi=8.16
Fc1cccc(c1)c2cn(nn2)c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3127563	pKi=8.16
NS(=O)(=O)Oc1ccc(NC(=O)NCCc2ccccc2)cc1	CHEMBL2047807	pKi=8.16
NS(=O)(=O)c1ccc(CNC(=S)Nc2ccc(C3=C4C=CC(=O)C=C4Oc5cc(O)ccc35)c(c2)C(=O)O)cc1	CHEMBL3741011	pKi=8.16
NS(=O)(=O)c1ccc(NC(=O)NC2CCCC2)cc1	CHEMBL1615215	pKi=8.16
NS(=O)(=O)c1ccc(cc1)\N=C\2/SC=C(N2C3CCCCC3)c4cccc(c4)[N+](=O)[O-]	CHEMBL3601884	pKi=8.16
NS(=O)(=O)c1ccc(cc1)c2oc(nc2)C(=O)N3CCOCC3	CHEMBL3608874	pKi=8.16
NS(=O)(=O)c1cnccc1Oc2ccc(F)cc2	CHEMBL1163599	pKi=8.16
[Na+].CCCN(CCC)C(=S)[S-]	CHEMBL2023720	pKi=8.16
CC(C)(C)c1ccc(cc1)c2ccc3OS(=O)(=O)C=Cc3c2	CHEMBL3402841	pKi=8.17
COC(=O)CNc1nc(Cl)nc(Nc2ccc(cc2)S(=O)(=O)N)n1	CHEMBL1738792	pKi=8.17
COC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)NCC(C)C	CHEMBL3752037	pKi=8.17
COC(=O)c1ccc(cc1)C(O)c2ccc(cc2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3632836	pKi=8.17
COc1ccc(Nc2ccc(cc2)S(=O)(=O)N)nn1	CHEMBL3120745	pKi=8.17
CSc1ccncc1S(=O)(=O)N	CHEMBL1165117	pKi=8.17
Cc1ccc(cc1)S(=O)(=O)NC(=O)Nc2ccc(nc2)S(=O)(=O)N	CHEMBL3099282	pKi=8.17
Cc1ccc2cccc(Oc3ccncc3S(=O)(=O)N)c2n1	CHEMBL1165071	pKi=8.17
Fc1ccc(cc1)c2cn(nn2)c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3127564	pKi=8.17
NS(=O)(=O)c1c(F)c(F)c(SCc2ccccc2)c(F)c1F	CHEMBL2333403	pKd=8.17
NS(=O)(=O)c1ccc(CCNC(=O)Cn2ccnc2[N+](=O)[O-])cc1	CHEMBL3087317	pKi=8.17
NS(=O)(=O)c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(F)cc2)cc1	CHEMBL3354135	pKi=8.17
NS(=O)(=O)c1ccc(OCC=C)cc1	CHEMBL3402960	pKi=8.17
NS(=O)(=O)c1ccc(cc1)\N=C\2/SC=C(N2C3CCCCC3)c4ccc(Cl)cc4Cl	CHEMBL3601885	pKi=8.17
NS(=O)(=O)c1ccc(s1)c2oc(nc2)C(=O)N3CCCC3	CHEMBL3608888	pKi=8.17
NS(=O)(=O)c1ccc2nc(NC(=O)Cn3ncc4C(=O)NC=Nc34)sc2c1	CHEMBL3594415	pKi=8.17
NS(=O)(=O)c1cccc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)Nc2cccc(c2)S(=O)(=O)N)CC(=O)O)CC(=O)O)c1	CHEMBL287145	pKi=8.17
NS(=O)(=O)c1cnccc1Oc2cccc3cccnc23	CHEMBL1165726	pKi=8.17
O=C(Nc1ccc2OS(=O)(=O)C=Cc2c1)c3cccnc3	CHEMBL3426539	pKi=8.17
[K+].[K+].[O-]C(=O)CNC(=S)[S-]	CHEMBL2023172	pKi=8.17
[K+].[S-]C(=S)SCc1ccccc1	CHEMBL2380754	pKi=8.17
CC(C)(C)OC(=O)NCCCCOc1ccc(cc1)S(=O)(=O)N	CHEMBL3359166	pKi=8.18
CCOc1nonc1S(=O)(=O)N	CHEMBL3309357	pKi=8.18
CSc1nn(CC(=O)Nc2nc3ccc(cc3s2)S(=O)(=O)N)c4ncnc(N)c14	CHEMBL3594414	pKi=8.18
Cc1nn(C)c2nnc(nc12)S(=O)(=O)C	CHEMBL3261396	pKi=8.18
NS(=O)(=O)c1cc(cs1)c2oc(nc2)C3CCC3	CHEMBL3608892	pKi=8.18
NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(F)cc2)c(Cl)c1	CHEMBL2402773	pKi=8.18
NS(=O)(=O)c1ccc(s1)c2cn(nn2)c3ccc(F)c(Cl)c3	CHEMBL2414072	pKi=8.18
NS(=O)(=O)c1ccc2nc(sc2c1)n3cc(C#N)c(n3)c4ccccc4	CHEMBL3356268	pKi=8.18
CC(=O)OC[C@H]1O[C@@H](NS(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C	CHEMBL1807497	pKi=8.19
CC(C)(C)OC(=O)NCCCCCCOc1ccc(cc1)S(=O)(=O)N	CHEMBL3359168	pKi=8.19
CC(C)(C)OC(=O)NCCCOc1ccc(cc1)S(=O)(=O)N	CHEMBL3359165	pKi=8.19
CCB(CC)OC(=O)[C@@H](N)CCCCNC(=S)Nc1ccc(cc1)S(=O)(=O)N	CHEMBL1797783	pKi=8.19
Cc1cc(c(SCc2cccc(c2)C(F)(F)F)cc1Cl)S(=O)(=O)NC(=N)Nc3nnc(s3)S(=O)(=O)N	CHEMBL3104054	pKi=8.19
Cc1ccccc1S(=O)(=O)NC(=O)NCCc2ccc(cc2)S(=O)(=O)N	CHEMBL3354133	pKi=8.19
NS(=O)(=O)c1cc(c(Cl)cc1Cl)c2oc(Nc3ccc(Cl)cc3)nn2	CHEMBL3291091	pKi=8.19
NS(=O)(=O)c1ccc(N2C(=O)c3c(Br)c(Br)c(Br)c(Br)c3C2=O)c(Br)c1	CHEMBL2424829	pKi=8.19
NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(cc2)C#N)cc1	CHEMBL1643300	pKi=8.19
NS(=O)(=O)c1ccc(NC(=O)\C(=C\c2cccs2)\C#N)cc1	CHEMBL2337534	pKi=8.19
NS(=O)(=O)c1ccc(NC(=O)c2ccccc2S)cc1	CHEMBL386049	pKi=8.19
NS(=O)(=O)c1ccc(OCCCCCC[NH3+])cc1.[O-]C(=O)C(F)(F)F	CHEMBL3359173	pKi=8.19
NS(=O)(=O)c1ccc(OCc2ccc(Br)cc2)cc1	CHEMBL3402965	pKi=8.19
NS(=O)(=O)c1ccc(cc1)\N=C\2/SC=C(N2C3CCCCC3)c4ccc(F)cc4	CHEMBL3601883	pKi=8.19
NS(=O)(=O)c1ccc(cc1)c2nonc2c3ccccc3	CHEMBL3309362	pKi=8.19
NS(=O)(=O)c1ccc(cc1)n2ncc(C(=O)N\N=C\3/C(=O)N(Cc4ccccc4)c5ccccc35)c2c6ccccc6	CHEMBL3633548	pKi=8.19
NS(=O)(=O)c1cnccc1SCc2ccccc2	CHEMBL1164472	pKi=8.19
O=S1(=O)Oc2ccc(cc2C=C1)n3cnnn3	CHEMBL3114093	pKi=8.19
[K+].OCCCNC(=S)[S-]	CHEMBL3400798	pKi=8.19
[K+].[S-]C(=S)NCCCn1ccnc1	CHEMBL2023718	pKi=8.19
CCB(CC)OC(=O)[C@@H](N)CCCCNC(=S)NCCc1ccc(cc1)S(=O)(=O)N	CHEMBL1797786	pKi=8.2
COc1ccc(cc1)n2nnnc2c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3114098	pKi=8.2
CSc1nn(CC(=O)Nc2nc3ccc(cc3s2)S(=O)(=O)N)c(N)c1C#N	CHEMBL3594412	pKi=8.2
Cc1oc(nn1)c2cc(c(Cl)cc2Cl)S(=O)(=O)N	CHEMBL3291087	pKi=8.2
NS(=O)(=O)c1ccc(CCNCc2ccccc2)cc1	CHEMBL3264980	pKi=8.2
NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(F)cc2)c(F)c1	CHEMBL2402769	pKi=8.2
NS(=O)(=O)c1ccc(NC(=O)\C(=C\c2occc2)\C#N)cc1	CHEMBL1347917	pKi=8.2
NS(=O)(=O)c1ccc(Nc2nc(cs2)C3=Cc4cc(Br)ccc4OC3=O)cc1	CHEMBL3804869	pKi=8.2
NS(=O)(=O)c1ccc(cc1)\N=C\2/SC=C(N2C3CCCCC3)c4ccccc4	CHEMBL3601893	pKi=8.2
NS(=O)(=O)c1ccc(cc1)c2c(Oc3ccccc3)no[n+]2[O-]	CHEMBL3309368	pKi=8.2
NS(=O)(=O)c1cnccc1Oc2ccc(cc2)C#N	CHEMBL1164572	pKi=8.2
NS(=O)(=O)c1nonc1Oc2ccccc2	CHEMBL3309361	pKi=8.2
Nc1ccccc1c2cn(nn2)c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3127560	pKi=8.2
Oc1ccc(NC(=O)N2CCN(CC2)c3ccc(F)cc3)cc1	CHEMBL3601543	pKi=8.2
[Na+].CN(CS(=O)(=O)[O-])c1ccc(cc1)N=Nc2ccc(cc2)S(=O)(=O)N	CHEMBL569804	pKi=8.2
CCCC(CCC)C(=O)NC1CCc2cc(ccc12)S(=O)(=O)N	CHEMBL204941	pKi=8.21
Cc1cc(C)cc(NC(=O)Nc2ccc(cc2)S(=O)(=O)N)c1	CHEMBL1643306	pKi=8.21
Cc1ccc(cc1)C2=CS\C(=N/c3ccc(cc3)S(=O)(=O)N)\N2C4CCCCC4	CHEMBL3601890	pKi=8.21
Cc1cccc(c1)n2cc(nn2)c3ccc(s3)S(=O)(=O)N	CHEMBL2414064	pKi=8.21
Cc1nn(C)c2nnc(Nc3ccc(cc3)S(=O)(=O)N4CCCCC4)nc12	CHEMBL3237853	pKi=8.21
Cc1nn(C)c2nnc(Nc3ccc(cc3)S(=O)(=O)NCCN4CCOCC4)nc12	CHEMBL3237857	pKi=8.21
NS(=O)(=O)c1ccc(CCNC(=O)CCCNC(=O)Nc2ccccc2)cc1	CHEMBL3360587	pKi=8.21
NS(=O)(=O)c1ccc(cc1)N2C(=O)\C(=C\C3=COc4ccccc4C3=O)\N=C2c5ccc(Cl)cc5	CHEMBL3416247	pKi=8.21
NS(=O)(=O)c1ccc(cc1)c2nonc2S(=O)(=O)c3ccccc3	CHEMBL3309371	pKi=8.21
NS(=O)(=O)c1ccc(cc1)c2oc(nc2)C3CC3	CHEMBL3608871	pKi=8.21
NS(=O)(=O)c1nc2ccc(OCC#Cc3ccccc3)cc2s1	CHEMBL3402972	pKi=8.21
O=C(Nc1ccc2OS(=O)(=O)C=Cc2c1)c3occc3	CHEMBL3426538	pKi=8.21
CC1=CC(=O)Oc2cc(NC(=O)NS(=O)(=O)c3ccc(Cl)cc3)ccc12	CHEMBL3354140	pKi=8.22
CCOC(=O)c1ccc(NC(=O)Nc2ccc(OS(=O)(=O)N)cc2)cc1	CHEMBL2047812	pKi=8.22
COC(=O)[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)n2cc(COC(=O)c3ccc(cc3)S(=O)(=O)N)nn2	CHEMBL216214	pKi=8.22
COc1ccc(C)cc1NC(=O)Nc2ccc(OS(=O)(=O)N)cc2	CHEMBL2047827	pKi=8.22
COc1ccc(NC(=O)Nc2ccc(OS(=O)(=O)N)cc2)c(C)c1	CHEMBL2047820	pKi=8.22
COc1ccc(NC(=O)Nc2ccc(cc2)S(=O)(=O)N)c(C)c1	CHEMBL1643304	pKi=8.22
COc1ccc(cc1)C2=CS\C(=N/c3ccc(cc3)S(=O)(=O)N)\N2C4CCCCC4	CHEMBL3601891	pKi=8.22
COc1ccc2C(=CC(=O)Oc2c1)CC(=O)Nc3cc(c(cc3S(=O)(=O)N)S(=O)(=O)N)C(F)(F)F	CHEMBL489182	pKi=8.22
COc1cccc(c1)C(=O)CN2C(=O)c3ccccc3S2(=O)=O	CHEMBL3759447	pKi=8.22
Cc1cc(c(SCc2ccccc2)cc1Cl)S(=O)(=O)NC(=N)NNc3ccc(cc3)S(=O)(=O)N	CHEMBL3104367	pKi=8.22
Cc1ccc(cc1)S(=O)(=O)NC(=O)NCCc2ccc(cc2)S(=O)(=O)N	CHEMBL3354132	pKi=8.22
Cc1ccc(cc1)n2nnnc2c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3114096	pKi=8.22
FC(F)(F)c1cccc(c1)c2ccc3OS(=O)(=O)C=Cc3c2	CHEMBL3402843	pKi=8.22
NS(=O)(=O)Oc1ccc(NC(=O)Nc2c(F)cc(F)cc2Br)cc1	CHEMBL2047814	pKi=8.22
NS(=O)(=O)Oc1ccc(NC(=O)Nc2ccc(cc2)C#N)cc1	CHEMBL2047801	pKi=8.22
NS(=O)(=O)c1ccc(Nc2nc(NCC(=O)O)nc(NCC(=O)O)n2)cc1	CHEMBL1813206	pKi=8.22
NS(=O)(=O)c1ccc(cc1)N2C(=O)c3c(Br)c(Br)c(Br)c(Br)c3C2=O	CHEMBL2424830	pKi=8.22
NS(=O)(=O)c1ccc(cc1)c2c(no[n+]2[O-])S(=O)(=O)c3ccccc3	CHEMBL3309372	pKi=8.22
NS(=O)(=O)c1ccc(cc1)c2nonc2Oc3ccccc3	CHEMBL3309367	pKi=8.22
NS(=O)(=O)c1ccc(cc1)n2cc(nn2)c3ccccc3	CHEMBL513184	pKi=8.22
NS(=O)(=O)c1ccc(s1)c2cn(nn2)c3cccc(c3)C#N	CHEMBL2414070	pKi=8.22
NS(=O)(=O)c1cnccc1N2C=CC(=O)C=C2	CHEMBL1817905	pKi=8.22
NS(=O)(=O)c1cnccc1Oc2ccncc2S(=O)(=O)N	CHEMBL1817908	pKi=8.22
O=C(Nc1ccc2OS(=O)(=O)C=Cc2c1)c3cccs3	CHEMBL3426537	pKi=8.22
[K+].[S-]C(=S)OCc1ccccc1	CHEMBL2380749	pKi=8.22
[Na+].NS(=O)(=O)c1ccc(cc1)N=Nc2ccc(NCS(=O)(=O)[O-])cc2	CHEMBL274704	pKi=8.22
CCCC(=O)NC1Cc2ccc(cc2C1)S(=O)(=O)N	CHEMBL205743	pKi=8.23
CCOc1ccncc1S(=O)(=O)N	CHEMBL1165319	pKi=8.23
COc1ccc(cc1)C2=NN(C(C2)c3c(C)nn(c3Cl)c4ccc(cc4)S(=O)(=O)N)c5ccc(cc5)S(=O)(=O)N	CHEMBL3601392	pKi=8.23
Cc1ccccc1c2ccc3OS(=O)(=O)C=Cc3c2	CHEMBL3402835	pKi=8.23
Cc1nn(C)c2nnc(Nc3ccc(cc3)S(=O)(=O)N4CCCNCC4)nc12	CHEMBL3237852	pKi=8.23
Cc1nonc1S(=O)(=O)N	CHEMBL3309352	pKi=8.23
Cl.Cl.[Zn+2].NS(=O)(=O)c1ccc(C\N=C\C2=COc3ccccc3C2=O)cc1.NS(=O)(=O)c4ccc(C\N=C\C5=COc6ccccc6C5=O)cc4	CHEMBL3038236	pKi=8.23
NS(=O)(=O)c1ccc(CCNC(=O)NS(=O)(=O)c2ccccc2)cc1	CHEMBL3354131	pKi=8.23
NS(=O)(=O)c1ccc(N2C(=O)c3c(Br)c(Br)c(Br)c(Br)c3C2=O)c(Cl)c1	CHEMBL2424828	pKi=8.23
NS(=O)(=O)c1ccc(OCc2no[n+]([O-])c2C#N)cc1	CHEMBL3309378	pKi=8.23
NS(=O)(=O)c1ccc(cc1)n2cc(\C=N/Nc3nc(cs3)C4=Cc5ccccc5OC4=O)c(n2)c6ccccc6	CHEMBL3805263	pKi=8.23
NS(=O)(=O)c1nnc(NC(=O)CCC(=O)NCCOCCOCCNC(=O)CCC(=O)Nc2nnc(s2)S(=O)(=O)N)s1	CHEMBL3822486	pKi=8.23
O=S1(=O)Oc2ccc(cc2C=C1)n3cc(nn3)C4CC4	CHEMBL3127555	pKi=8.23
CC(C)(C)OC(=O)NCCCCCOc1ccc(cc1)S(=O)(=O)N	CHEMBL3359167	pKi=8.24
CC(C)(O)c1cn(nn1)c2ccc3OS(=O)(=O)C=Cc3c2	CHEMBL3127557	pKi=8.24
CC(Nc1nc(Cl)nc(Nc2ccc(cc2)S(=O)(=O)N)n1)C(=O)O	CHEMBL1813209	pKi=8.24
CCCCCCCCCC(=O)NC1CCc2cc(ccc12)S(=O)(=O)N	CHEMBL456889	pKi=8.24
COc1cccc2C(=O)N(CCc3ccc(cc3)S(=O)(=O)N)C(=Nc12)S	CHEMBL3828573	pKi=8.24
COc1ccncc1S(=O)(=O)N	CHEMBL1165321	pKi=8.24
C[C@H]1O[C@@H](NS(=O)(=O)N)[C@@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	CHEMBL1807499	pKi=8.24
Cc1ccc(CNCCc2ccc(cc2)S(=O)(=O)N)cc1	CHEMBL3423264	pKi=8.24
Cc1nn(C)c2nnc(Nc3ccc(cc3)S(=O)(=O)N4CCNCC4)nc12	CHEMBL3237850	pKi=8.24
Clc1ccc(cc1Cl)c2ccc3OS(=O)(=O)C=Cc3c2	CHEMBL3402845	pKi=8.24
NS(=O)(=O)c1c(F)c(F)c(c(F)c1F)n2cc(nn2)c3ccccc3	CHEMBL3326410	pKi=8.24
NS(=O)(=O)c1ccc(NC(=O)Nc2cccc(c2)[N+](=O)[O-])cc1	CHEMBL1614844	pKi=8.24
NS(=O)(=O)c1ccc(OCCCNC(=S)Nc2ccc(C3=C4C=CC(=O)C=C4Oc5cc(O)ccc35)c(c2)C(=O)O)cc1	CHEMBL3359175	pKi=8.24
NS(=O)(=O)c1ccc(cc1)\N=C\2/SC=C(N2C3CCCCC3)c4ccc(cc4)C#N	CHEMBL3601886	pKi=8.24
Nc1ncnc2c1cnn2CC(=O)Nc3nc4ccc(cc4s3)S(=O)(=O)N	CHEMBL3594413	pKi=8.24
Nn1c(Cc2ccccc2)nnc1SCC(=O)Nc3nc4ccc(cc4s3)S(=O)(=O)N	CHEMBL3594407	pKi=8.24
O=S1(=O)Oc2ccc(cc2C=C1)c3nnnn3c4cccc5ccccc45	CHEMBL3114104	pKi=8.24
[Na+].CCCCN(CCCC)C(=S)[S-]	CHEMBL2023721	pKi=8.24
CC(=O)OC[C@H]1O[C@@H](NS(=O)(=O)N)[C@@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	CHEMBL1807498	pKi=8.25
COc1ccc(NC(=S)Nc2c(C#N)c(cn2c3ccc(cc3)S(=O)(=O)N)c4ccc(Br)cc4)cc1	CHEMBL3342487	pKi=8.25
COc1cccc(c1)C(=O)CN2C(=O)C=C(C)OS2(=O)=O	CHEMBL3760047	pKi=8.25
CSc1nn(CC(=O)Nc2nc3ccc(cc3s2)S(=O)(=O)N)c(NC(=S)Nc4ccccc4)c1C#N	CHEMBL3594418	pKi=8.25
NS(=O)(=O)c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1	CHEMBL3354134	pKi=8.25
NS(=O)(=O)c1ccc(OCc2nonc2C#N)cc1	CHEMBL3309377	pKi=8.25
NS(=O)(=O)c1ccc(cc1)c2cc3ccccc3[nH]2	CHEMBL3764340	pKi=8.25
CC(C)(C)c1cn(nn1)c2ccc3OS(=O)(=O)C=Cc3c2	CHEMBL3127556	pKi=8.26
CC1=CC(=NS(=O)(=O)O1)OCC(=O)c2ccc(Cl)cc2Cl	CHEMBL3760113	pKi=8.26
CCOc1ccc(cc1c2nnc3c(n2)c(C)nn3C)S(=O)(=O)N	CHEMBL3401465	pKi=8.26
COc1ccc(cc1)c2nn(cc2c3nc4ccccc4[nH]3)c5ccc(cc5)S(=O)(=O)N	CHEMBL3809966	pKi=8.26
Cc1ccc2N=C(S)N(CCc3ccc(cc3)S(=O)(=O)N)C(=O)c2c1	CHEMBL3827381	pKi=8.26
Clc1cccc(c1)n2cc(COc3ccc4C=CC(=O)Oc4c3)nn2	CHEMBL3623665	pKi=8.26
FC(F)(F)c1ccc(cc1)c2cn(nn2)c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3127562	pKi=8.26
FC(F)(F)c1ccc(cc1)n2cc(COc3ccc4C=CC(=O)Oc4c3)nn2	CHEMBL3623669	pKi=8.26
NS(=O)(=O)c1ccc(cc1)N2C(=Nc3c(Cl)cccc3C2=O)S	CHEMBL3763168	pKi=8.26
NS(=O)(=O)c1ccc(cc1)N2C(=Nc3c(I)cccc3C2=O)S	CHEMBL3765033	pKi=8.26
NS(=O)(=O)c1ccc(cc1)\N=C\2/SC=C(N2C3CCCCC3)c4ccc(F)cc4F	CHEMBL3601887	pKi=8.26
NS(=O)(=O)c1ccc(cc1)n2cc(\C=N/Nc3nc(cs3)C4=Cc5cc(Br)ccc5OC4=O)c(n2)c6ccc(F)cc6	CHEMBL3804909	pKi=8.26
NS(=O)(=O)c1ccc2C(CCc2c1)NC(=O)c3c(F)c(F)c(F)c(F)c3F	CHEMBL205867	pKi=8.26
NS(=O)(=O)c1ccc2nc(sc2c1)n3cc(C(=O)O)c(n3)c4ccc(Cl)cc4	CHEMBL3356266	pKi=8.26
CC(=O)NC1Cc2ccc(cc2C1)S(=O)(=O)N	CHEMBL184674	pKi=8.27
CC(=O)OC[C@H]1O[C@@H](NS(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	CHEMBL1807496	pKi=8.27
CC1=NN2C=Nc3c(C2=NC(=C1)C)c(cn3c4ccc(cc4)S(=O)(=O)N)c5ccc(Br)cc5	CHEMBL3298354	pKi=8.27
CCC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)CC)[C@@H](OC(=O)CC)[C@H]1OC(=O)CC)n2cc(nn2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3092819	pKi=8.27
Fc1ccc(cc1Cl)n2nnnc2c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3114102	pKi=8.27
NS(=O)(=O)c1cc(c(Cl)cc1Cl)c2nnc(s2)c3ccccc3	CHEMBL3291095	pKi=8.27
NS(=O)(=O)c1ccc(cc1)n2cc(c3ccc(Br)cc3)c(C#N)c2NC(=S)Nc4ccc(Cl)cc4	CHEMBL3342488	pKi=8.27
NS(=O)(=O)c1nnc(NC(=O)CCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCC(=O)Nc2nnc(s2)S(=O)(=O)N)s1	CHEMBL3822655	pKi=8.27
Nc1c(cnn1c2ccc(cc2)S(=O)(=O)N)C(=O)N\N=C\3/C(=O)Nc4ccc(cc34)[N+](=O)[O-]	CHEMBL3633553	pKi=8.27
Nc1cc(Nc2ccc(cc2)S(=O)(=O)N)nc(N)n1	CHEMBL3120744	pKi=8.27
CN1CCN(CC1)S(=O)(=O)c2ccc(Nc3nnc4c(n3)c(C)nn4C)cc2	CHEMBL3237848	pKi=8.28
COC(=O)CCNS(=O)(=O)NC(C)c1ccccc1	CHEMBL3754060	pKi=8.28
COc1cc(\C=C(/C#N)\C(=O)Nc2ccc(cc2)S(=O)(=O)N)ccc1O	CHEMBL2337529	pKi=8.28
COc1cccc(c1)n2cc(COc3ccc4C=CC(=O)Oc4c3)nn2	CHEMBL3623667	pKi=8.28
Cc1ccc2N=C(S)N(C(=O)c2c1)c3ccc(cc3)S(=O)(=O)N	CHEMBL3765745	pKi=8.28
NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1	CHEMBL1446150	pKi=8.28
NS(=O)(=O)c1ccc(cc1)N2C(=Nc3cc(F)ccc3C2=O)S	CHEMBL3763607	pKi=8.28
NS(=O)(=O)c1ccc(cc1)N2C(=O)\C(=C\C3=COc4ccccc4C3=O)\N=C2c5ccccc5	CHEMBL3416241	pKi=8.28
NS(=O)(=O)c1ccc(cc1)\N=C\2/SC=C(N2C3CCCCC3)c4ccc(cc4)c5ccccc5	CHEMBL3601889	pKi=8.28
NS(=O)(=O)c1ccc(cc1)c2ccc3OCOc3c2	CHEMBL3764921	pKi=8.28
NS(=O)(=O)c1ccc(cc1)n2nnc(CS(=O)(=O)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2I	CHEMBL1836630	pKi=8.28
NS(=O)(=O)c1ccc2nc(NC(=O)Cn3ncc(C#N)c3NC(=S)Nc4ccccc4)sc2c1	CHEMBL3594417	pKi=8.28
Oc1ccc(cc1)n2cc(COc3ccc4C=CC(=O)Oc4c3)nn2	CHEMBL3623670	pKi=8.28
CC(=O)N1N=C(CC1c2c(C)nn(c2Cl)c3ccc(cc3)S(=O)(=O)N)c4ccc(Br)cc4	CHEMBL3601464	pKi=8.29
CC1=CC(=O)Oc2cc(ccc12)n3cc(CSc4ccccc4)nn3	CHEMBL3623675	pKi=8.29
Cc1ccc(CN2C(=O)c3ccccc3S2(=O)=O)cc1	CHEMBL3759375	pKi=8.29
Fc1cccc(c1)n2cc(COc3ccc4C=CC(=O)Oc4c3)nn2	CHEMBL3623664	pKi=8.29
NS(=O)(=O)c1ccc(CCNC(=O)NS(=O)(=O)c2ccccc2Cl)cc1	CHEMBL3354136	pKi=8.29
NS(=O)(=O)c1ccc(NC(=O)Nc2c(F)c(F)c(F)c(F)c2F)cc1	CHEMBL316779	pKi=8.29
NS(=O)(=O)c1ccc(s1)c2oc(nc2)C3CCC3	CHEMBL3608887	pKi=8.29
NS(=O)(=O)c1cnccc1Sc2nnns2	CHEMBL1165005	pKi=8.29
CC1=CC(=O)Oc2cc(ccc12)n3cc(COc4ccccc4)nn3	CHEMBL3623674	pKi=8.3
CCCCCCNS(=O)(=O)NCCC(=O)OC	CHEMBL3754185	pKi=8.3
CCOC(=O)c1cccc(NC(=O)Nc2ccc(OS(=O)(=O)N)cc2)c1	CHEMBL2047838	pKi=8.3
COC(=O)CNc1nc(F)nc(NCCc2ccc(cc2)S(=O)(=O)N)n1	CHEMBL2443317	pKi=8.3
Cc1cc(c(SCc2ccccc2)cc1Cl)S(=O)(=O)NC(=N)NCc3ccc(cc3)S(=O)(=O)N	CHEMBL3104368	pKi=8.3
NC(=O)c1cn(nc1c2ccc(Br)cc2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3126824	pKi=8.3
NS(=O)(=O)Oc1ccc(NC(=O)NCc2ccccn2)cc1	CHEMBL2047844	pKi=8.3
NS(=O)(=O)Oc1ccc(NC(=O)Nc2c(Cl)cc(Cl)cc2Cl)cc1	CHEMBL2047815	pKi=8.3
NS(=O)(=O)Oc1ccc(NC(=O)Nc2ccc(Cc3ccccc3)cc2)cc1	CHEMBL2047806	pKi=8.3
NS(=O)(=O)Oc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1	CHEMBL2047798	pKi=8.3
NS(=O)(=O)Oc1ccc(NC(=O)Nc2cccc(Cl)c2)cc1	CHEMBL2047818	pKi=8.3
