CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1	parecoxib	pIC50=8.30103016	pIC50=8.30103016	pIC50=8.30103016
OC(=O)COC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1	aceclofenac
NC1=CC(O)=C(C=C1)C(O)=O	aminosalicylic acid
Nc1ccc(O)c(c1)C(=O)O	mesalazine
COC1=CC=C2C=C(CCC(C)=O)C=CC2=C1	nabumetone
COC1=CC=C2C=C(C=CC2=C1)[C@H](C)C(O)=O	naproxen	pIC50=5.6	pIC50=5.6	pIC50=5.6
CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1	loxoprofen	pIC50=5.0	pIC50=5.0	pIC50=5.0
C[C@H](C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1	dexketoprofen	pIC50=7.57	pIC50=7.57	pIC50=7.57	pIC50=6.64
CC(C(O)=O)C1=CC2=C(C=C1)C1=CC(Cl)=CC=C1N2	carprofen	pIC50=7.0	pIC50=7.0	pIC50=7.0	pIC50=6.99
CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O	etodolac	pIC50=5.7	pIC50=5.7	pIC50=5.7	pIC50=6.25
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1	lumiracoxib	pKi=6.49	pKi=6.49	pKi=6.49	pKi=6.5
OC(=O)C1=CC(=CC=C1O)N=NC1=CC(C(O)=O)=C(O)C=C1	olsalazine
CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1	oxyphenbutazone
Cc1onc(c2ccccc2)c1c3ccc(cc3)S(=O)(=O)N	valdecoxib	pIC50=8.3	pIC50=8.3	pIC50=8.3	pIC50=6.18
CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1	tolmetin	pIC50=6.84	pIC50=6.84	pIC50=6.84
CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1	suprofen	pIC50=5.06	pIC50=5.06	pIC50=5.06
C[S+]([O-])c1ccc(\C=C/2\C(=C(CC(=O)O)c3cc(F)ccc23)C)cc1	sulindac	pIC50=4.25	pIC50=4.25	pIC50=4.25
CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1	rofecoxib	pIC50=6.51	pIC50=6.51	pIC50=6.51	pIC50=6.12
CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=CC=CC=C2S1(=O)=O	piroxicam	pIC50=4.7	pIC50=4.7	pIC50=4.7
OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1	oxaprozin	pIC50=4.44000006	pIC50=4.44000006	pIC50=4.44000006
Cc1cccc(Nc2ccccc2C(=O)O)c1C	mefenamic acid	pIC50=6.83	pIC50=6.83	pIC50=6.83	pIC50=6.22
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl	meclofenamic acid	pIC50=6.7	pIC50=6.7	pIC50=6.7	pIC50=6.16
OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1	ketorolac	pIC50=6.9	pIC50=6.9	pIC50=6.9	pIC50=6.37
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1	ketoprofen	pIC50=6.62	pIC50=6.62	pIC50=6.62	pIC50=6.11
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3	indomethacin	pIC50=6.33	pIC50=6.33	pIC50=6.33	pIC50=6.02
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O	ibuprofen	pIC50=5.14	pIC50=5.14	pIC50=5.14	pIC50=7.0
CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1	flurbiprofen	pIC50=8.39	pIC50=8.39	pIC50=8.39	pIC50=6.45
CC(C(O)=O)C1=CC=CC(OC2=CC=CC=C2)=C1	fenoprofen	pIC50=5.23	pIC50=5.23	pIC50=5.23
CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O	etoricoxib	pIC50=6.1	pIC50=6.1	pIC50=6.1	pIC50=6.09
OC(=O)c1cc(ccc1O)c2ccc(F)cc2F	diflunisal	pIC50=5.09	pIC50=5.09	pIC50=5.09
OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1	diclofenac	pIC50=7.7	pIC50=7.7	pIC50=7.7	pIC50=6.2
Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	celecoxib	pIC50=7.24	pIC50=7.24	pIC50=7.24	pIC50=6.0
NC1=C(C=CC=C1CC(O)=O)C(=O)C1=CC=C(Br)C=C1	bromfenac	pIC50=8.4	pIC50=8.4	pIC50=8.4
OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O	balsalazide
NC(=O)CC1=C(N)C(=CC=C1)C(=O)C1=CC=CC=C1	nepafenac	pIC50=6.82	pIC50=6.82	pIC50=6.82
CC(=O)OC1=CC=CC=C1C(O)=O	acetylsalicylic acid	pIC50=5.12	pIC50=5.12	pIC50=5.12
CC(=O)NC1=CC=C(O)C=C1	paracetamol	pIC50=4.31	pIC50=4.31	pIC50=4.31
CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1	tiaprofenic acid	pIC50=7.1	pIC50=7.1	pIC50=7.1
OC(=O)c1ccccc1Nc2cccc(c2)C(F)(F)F	flufenamic acid	pIC50=6.93	pIC50=6.93	pIC50=6.93	pIC50=7.7
OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1	fenbufen
CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=CC=CC=C2S1(=O)=O	meloxicam	pIC50=6.8	pIC50=6.8	pIC50=6.8	pIC50=6.03
OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1	sulfasalazine
O[Bi]1OC(=O)C2=CC=CC=C2O1	bismuth subsalicylate
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O	acemetacin
OC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1	felbinac
OCC(O)COC(=O)C1=C(NC2=CC=NC3=C(C=CC=C23)C(F)(F)F)C=CC=C1	floctafenine	pIC50=5.9586072	pIC50=5.9586072	pIC50=5.9586072
CC(C(=O)NC1=CC(C)=CC=N1)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1	piketoprofen
CC(C)(C)c1cc(cc2c1OCC2(C)C)C(=O)c3cccs3	CHEMBL332937	pIC50=7.42
Cc1c(NCc2cccs2)nc(nc1C(F)(F)F)c3ccc(cc3)S(=O)(=O)C	CHEMBL272678	pIC50=7.42
Cc1nc(c2ccccc2)c(s1)c3ccc(cc3)S(=O)(=O)N	CHEMBL17101	pIC50=7.42
CCS(=O)c1cc(NCc2cccs2)nc(n1)c3ccc(cc3)S(=O)(=O)C	CHEMBL406527	pIC50=7.43
CN1C(=O)C(=C(C1=O)c2ccc(cc2)S(=O)(=O)N)c3ccccc3	CHEMBL3233599	pIC50=7.44
CS(=O)(=O)c1ccc(cc1)c2sc3ncnn3c2c4ccc(F)cc4	CHEMBL156493	pIC50=7.44
CS(=O)(=O)c1ccc(cc1)n2cnc(Br)c2c3ccc(F)cc3	CHEMBL326577	pIC50=7.44
Cc1ccc(CNc2nc(nc(Cl)c2C)c3ccc(cc3)S(=O)(=O)C)cc1	CHEMBL257108	pIC50=7.44
CC(C)(C)c1cc(\C=C/c2cccs2)cc3c1OCC3(C)C	CHEMBL117911	pIC50=7.46
CS(=O)(=O)c1ccc(cc1)c2c(nn3ncccc23)c4cccc(F)c4	CHEMBL363102	pIC50=7.47
CS(=O)(=O)c1ccc(cc1)c2nc(Cl)cc(NCc3ccc(F)cc3)n2	CHEMBL257677	pIC50=7.47
CSc1ccc(cc1)c2cc(nn2c3ccc(cc3F)S(=O)(=O)N)C(F)(F)F	CHEMBL339798	pIC50=7.47
CC(C)(C)Oc1nc(cc(n1)C(F)(F)F)c2ccc(cc2)S(=O)(=O)C	CHEMBL550537	pIC50=7.48
CCn1nc(c2ccc(cc2)S(=O)(=O)N)c(c3ccc(F)cc3)c1C(F)(F)F	CHEMBL302266	pIC50=7.48
COc1ccc(cc1F)c2ccccc2c3ccc(cc3)S(=O)(=O)N	CHEMBL442166	pIC50=7.48
CS(=O)(=O)c1ccc(cc1)C2=C(CC3(CC3)C2)c4ccc(Cl)cc4Cl	CHEMBL91258	pIC50=7.48
CS(=O)(=O)c1ccc(cc1)c2nc(NC3CCC=CC3)cc(n2)C(F)(F)F	CHEMBL2234864	pIC50=7.48
NS(=O)(=O)c1ccc(cc1)c2[nH]c3ccccc3c2c4ccc(Cl)cc4	CHEMBL524662	pIC50=7.48
COc1ccc2c(CSc3c(nn(c4ccc(cc4)S(=O)(=O)N)c23)C(F)F)c1F	CHEMBL365603	pIC50=7.49
NS(=O)(=O)c1ccc(cc1)c2cc(F)c(F)cc2c3ccc4OCCOc4c3	CHEMBL55395	pIC50=7.49
NS(=O)(=O)c1ccc(cc1)c2ccc(F)c(F)c2c3ccc4OCCOc4c3	CHEMBL186634	pIC50=7.49
CC1N(C)OC(=C1c2ccc(F)cc2)c3ccc(cc3)S(=O)(=O)C	CHEMBL322240	pIC50=7.5
COc1cc2CSc3c(nn(c4ccc(cc4)S(=O)(=O)N)c3c2cc1F)C(F)F	CHEMBL318464	pIC50=7.5
CS(=O)(=O)c1ccc(\C=C(/c2ccccc2)\c3ccc(F)cc3)cc1	CHEMBL2283172	pIC50=7.5
CS(=O)(=O)c1ccc(cc1)c2c(sc3ncnn23)c4ccccc4	CHEMBL346094	pIC50=7.5
CS(=O)(=O)c1ccc(cc1)c2sc(CCc3ccccc3)nc2c4ccc(F)cc4	CHEMBL277385	pIC50=7.5
CC(C)(C)c1cc(NCc2cccs2)nc(n1)c3ccc(cc3)S(=O)(=O)C	CHEMBL405071	pIC50=7.51
CCc1cc(ncc1Cl)C(=O)c2[nH]c3cc(Cl)ccc3c2CC(=O)O	CHEMBL1950019	pIC50=7.51
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccc4CCCc4c3)C(F)(F)F	CHEMBL29500	pIC50=7.51
NS(=O)(=O)c1ccc(cc1)n2ncc(Br)c2c3ccc(Cl)cc3	CHEMBL27975	pIC50=7.51
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)Oc3ccc(Br)cn3	CHEMBL322703	pIC50=7.52
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)Oc3ccc(cn3)C4CC4	CHEMBL108917	pIC50=7.52
CCCCCC\C(=C(/c1ccccc1)\c2ccc(NS(=O)(=O)C)cc2)\c3ccccc3	CHEMBL2283175	pIC50=7.52
CC\C(=C(/c1ccccc1)\c2ccc(OC(=O)C)cc2)\c3ccc(cc3)S(=O)(=O)C	CHEMBL2283154	pIC50=7.52
COCCNC(=O)c1cc(c2OCC(C)(C)c2c1)C(C)(C)C	CHEMBL419947	pIC50=7.52
COc1c(F)cc(cc1F)c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL43317	pIC50=7.52
COc1ccc(cc1Br)c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL47147	pIC50=7.52
COc1ccc(cc1F)c2cscc2c3ccc(cc3)S(=O)(=O)C	CHEMBL100422	pIC50=7.52
COc1ccc(cc1F)c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL296662	pIC50=7.52
COc1ccc2C=C(CCc2c1)c3ccc(OC)c(OC)c3	CHEMBL229955	pIC50=7.52
COc1ccc2c(c1)c(Cc3nc(cs3)c4ccc(Br)cc4)c(C)n2C(=O)c5ccc(Br)cc5	CHEMBL27982	pIC50=7.52
CS(=O)(=O)Nc1ccc(cc1)c2cc(nn2c3ccc(Cl)cc3)C(F)(F)F	CHEMBL47638	pIC50=7.52
CS(=O)(=O)c1ccc(cc1)C2=C(CCC2)c3ccc(F)c(Cl)c3	CHEMBL322949	pIC50=7.52
CS(=O)(=O)c1ccc(cc1)c2cnc(C(=O)c3ccccc3)n2c4ccc(F)cc4	CHEMBL331278	pIC50=7.52
CS(=O)(=O)c1ccc(cc1)c2csc(Br)c2c3ccc(F)cc3	CHEMBL328837	pIC50=7.52
CS(=O)(=O)c1ccc(cc1)n2cc(COc3ccc(Cl)cc3)nc2c4ccc(Cl)cc4	CHEMBL441236	pIC50=7.52
CS(=O)(=O)c1ccc(cc1)n2nncc2c3ccc(F)cc3	CHEMBL457332	pIC50=7.52
Cc1[nH]c2cc(ccc2c1Oc3ccc(F)cc3)S(=O)(=O)C	CHEMBL362093	pIC50=7.52
Cc1c(C)c2O[C@@H](C(=Cc2cc1Cl)C(=O)O)C(F)(F)F	CHEMBL1288695	pIC50=7.52
Cc1c(COc2ccc(Cl)cc2)cc(c3ccc(cc3)S(=O)(=O)C)n1c4ccc(F)cc4	CHEMBL44152	pIC50=7.52
Cc1cc(F)cc(c1)c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL417170	pIC50=7.52
Cc1ccc(cc1Cl)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL296673	pIC50=7.52
Cc1cccc(c1)c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL42398	pIC50=7.52
Cc1oc(c2ccc(cc2)S(=O)(=O)C)c(n1)c3ccc(Cl)s3	CHEMBL158493	pIC50=7.52
NS(=O)(=O)c1ccc(cc1)c2ccsc2c3ccc(F)cc3	CHEMBL303688	pIC50=7.52
NS(=O)(=O)c1ccc(cc1)n2cc(nc2c3ccc(F)c(F)c3)C(F)(F)F	CHEMBL296571	pIC50=7.52
NS(=O)(=O)c1ccc(cc1)n2cc(nc2c3cccc(F)c3)C(F)(F)F	CHEMBL43672	pIC50=7.52
CS(=O)(=O)c1ccc(cc1)c2cc(nc(NCC3CCCCC3)n2)C(F)(F)F	CHEMBL550473	pIC50=7.54
Cc1nc(c2ccc(cc2)S(=O)(=O)N)c(s1)c3ccccc3	CHEMBL17062	pIC50=7.54
NS(=O)(=O)c1ccc(cc1)n2nc(COCc3ccccc3)cc2c4ccc(Cl)cc4	CHEMBL29424	pIC50=7.54
O=C1Nc2ccccc2/C/1=C/C3=COc4ccccc4C3=O	CHEMBL3314087	pIC50=7.54
OC(=O)C1=Cc2cc(OC(F)(F)F)ccc2OC1C(F)(F)F	CHEMBL1290459	pIC50=7.54
CCc1c(c2ccc(Cl)cc2)n(nc1C(F)(F)F)c3ccc(cc3)S(=O)(=O)N	CHEMBL29083	pIC50=7.55
COc1ccc(cc1F)c2nc(C)sc2c3ccc(cc3)S(=O)(=O)N	CHEMBL416902	pIC50=7.55
CS(=O)(=O)c1ccc(cc1)n2cnc(Cl)c2c3ccccc3F	CHEMBL117650	pIC50=7.55
C[C@@H]1CN(C[C@H](C)O1)c2c(C#N)c(nn2c3ccc(cn3)S(=O)(=O)C)C(F)F	CHEMBL200812	pIC50=7.55
Cc1cc(Br)cc2C=C(C(Oc12)C(F)(F)F)C(=O)O	CHEMBL3342570	pIC50=7.55
Cc1ccc(Nc2c(Cl)cc(Cl)cc2Cl)c(CC(=O)O)c1	CHEMBL407109	pIC50=7.55
Cc1nn(c2ccc(cc2)S(=O)(=O)N)c(c1Cl)c3ccccc3	CHEMBL283086	pIC50=7.55
CCOc1ccc(cc1)c2c(Cl)ncn2c3ccc(cc3)S(=O)(=O)N	CHEMBL324312	pIC50=7.57
CN(C)c1ccc(cc1Cl)c2c(Cl)ncn2c3ccc(cc3)S(=O)(=O)C	CHEMBL324048	pIC50=7.57
CNc1ccc(cc1Cl)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL30084	pIC50=7.57
COc1ccc(cc1Cl)C2=CC3(CC3)C=C2c4ccc(cc4)S(=O)(=O)C	CHEMBL89625	pIC50=7.57
COc1ccc(cc1Cl)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)F	CHEMBL286953	pIC50=7.57
C[C@@H]1C[C@H]2O[C@@H]2\C=C/C=C/C(=O)Cc3c(Cl)c(O)cc(O)c3C(=O)O1	CHEMBL414883	pIC50=7.57
COc1ccc2c(c3ccc(cc3)S(=O)(=O)N)c(nn2n1)c4ccc(F)cc4	CHEMBL365267	pIC50=7.59
CS(=O)(=O)c1ccc(cc1)C2=CC3(CC3)C=C2c4ccc(F)cc4	CHEMBL89429	pIC50=7.59
CS(=O)(=O)c1ccc(cc1)n2cc(nc2c3cc(Br)cs3)C(F)(F)F	CHEMBL110382	pIC50=7.59
Cc1oc(c2ccc(c(F)c2)S(=O)(=O)N)c(n1)c3ccc(C)s3	CHEMBL284761	pIC50=7.59
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccc(Cl)s3)C(F)(F)F	CHEMBL283177	pIC50=7.59
OC(=O)C1=Cc2cc(cc(Cl)c2OC1C(F)(F)F)C#C	CHEMBL1288640	pIC50=7.59
CC(C)c1cc(NCc2ccccc2)nc(n1)c3ccc(cc3)S(=O)(=O)C	CHEMBL255378	pIC50=7.6
CCOc1ccc(cc1F)c2c(Cl)ncn2c3ccc(cc3)S(=O)(=O)C	CHEMBL332725	pIC50=7.6
CCSc1cc(NCc2ccccc2)nc(n1)c3ccc(cc3)S(=O)(=O)C	CHEMBL408788	pIC50=7.62
Cc1ccc2c(c3ccc(cc3)S(=O)(=O)C)c(nn2n1)c4ccc(F)cc4	CHEMBL185621	pIC50=7.62
Cc1nc(c2ccc(cc2)S(=O)(=O)N)c(s1)c3ccc(Br)cc3	CHEMBL280093	pIC50=7.62
Cc1oc(c2ccc(cc2)S(=O)(=O)N)c(n1)c3ccc(F)cc3	CHEMBL290192	pIC50=7.62
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccc4OCOc4c3)C(F)(F)F	CHEMBL111518	pIC50=7.62
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccc4OCOc4c3)C(F)F	CHEMBL281694	pIC50=7.62
CCc1nc(c2ccc(F)cc2)c(s1)c3ccc(cc3)S(=O)(=O)C	CHEMBL275601	pIC50=7.64
CS(=O)(=O)c1ccc(cc1)c2sc(nc2c3ccc(F)cc3)C(F)(F)F	CHEMBL265585	pIC50=7.64
Cc1ccc(cc1C)c2c(F)c(F)ccc2c3ccc(cc3)S(=O)(=O)C	CHEMBL184389	pIC50=7.64
Cc1ccc(cc1C)c2cc(F)c(F)cc2c3ccc(cc3)S(=O)(=O)C	CHEMBL300601	pIC50=7.64
Cc1ccc(cn1)c2ncc(Cl)cc2c3ccc(cc3)S(=O)(=O)N	CHEMBL420628	pIC50=7.64
Cn1cccc1Cc2ncc(c3ccc(cc3)S(=O)(=O)C)c(n2)c4ccc(F)cc4	CHEMBL558230	pIC50=7.64
CS(=O)(=O)c1ccc(cc1)c2nc(NCc3cccs3)cc(n2)C(F)(F)F	CHEMBL271338	pIC50=7.65
Cc1c(NCc2ccc(F)cc2)nc(nc1C(F)(F)F)c3ccc(cc3)S(=O)(=O)C	CHEMBL257678	pIC50=7.65
CS(=O)(=O)c1ccc(cc1)C2=C(CC3(CC3)C2)c4ccc(F)cc4F	CHEMBL314297	pIC50=7.66
CS(=O)(=O)c1ccc(cc1)c2cc(nc(OCC3CCCC3)n2)C(F)(F)F	CHEMBL551419	pIC50=7.66
CS(=O)(=O)c1ccc(cc1)c2sc3ncnn3c2c4cccc(F)c4	CHEMBL157820	pIC50=7.66
Cc1c(c2ccc(Cl)cc2)n(nc1C(F)(F)F)c3ccc(cc3)S(=O)(=O)N	CHEMBL29133	pIC50=7.66
Cc1ccc2c(CSc3c2n(nc3C(F)(F)F)c4ccc(cc4)S(=O)(=O)N)c1	CHEMBL328906	pIC50=7.66
CC(C(=O)O)c1ccc(cc1)c2ccccc2	CHEMBL317434	pIC50=7.68
COc1c(Cl)cc(cc1Cl)c2c(F)c(F)ccc2c3ccc(cc3)S(=O)(=O)N	CHEMBL359586	pIC50=7.68
COc1c(Cl)cc(cc1Cl)c2cc(F)c(F)cc2c3ccc(cc3)S(=O)(=O)N	CHEMBL300597	pIC50=7.68
COc1c(Cl)cc(cc1Cl)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)F	CHEMBL287646	pIC50=7.68
COc1ccc(cc1F)c2c(F)c(F)ccc2c3ccc(cc3)S(=O)(=O)C	CHEMBL365252	pIC50=7.68
COc1ccc(cc1F)c2cc(F)c(F)cc2c3ccc(cc3)S(=O)(=O)C	CHEMBL54649	pIC50=7.68
CS(=O)(=O)Nc1cc2CCC(=O)c2cc1Oc3ccc(F)cc3F	CHEMBL147580	pIC50=7.68
CS(=O)(=O)c1ccc(cc1)C2=C(CCC2)c3ccc4OCOc4c3	CHEMBL405623	pIC50=7.68
CS(=O)(=O)c1ccc(cc1)c2sc(nc2c3ccc(F)cc3)c4cccs4	CHEMBL16689	pIC50=7.68
CS(=O)(=O)c1ccc(cc1)c2sc(nc2c3ccc(F)cc3F)c4ccccc4Cl	CHEMBL17043	pIC50=7.68
NS(=O)(=O)c1ccc(cc1)n2nc(c3SCc4c(F)cccc4c23)C(F)(F)F	CHEMBL365778	pIC50=7.68
NS(=O)(=O)c1ccc(cc1)n2nc(c3SCc4ccc(F)cc4c23)C(F)(F)F	CHEMBL411894	pIC50=7.68
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccc4OCCc4c3)C(F)(F)F	CHEMBL282839	pIC50=7.68
OC(=O)C1=Cc2cc(Cl)cc(c2OC1C(F)(F)F)c3ccc(Cl)cc3	CHEMBL1669033	pIC50=7.68
Brc1ccc2OC=C(\C=C\3/C(=O)Nc4ccccc34)C(=O)c2c1	CHEMBL3314088	pIC50=7.7
CC(C)Cc1cc2OC(C(=Cc2cc1Cl)C(=O)O)C(F)(F)F	CHEMBL1630227	pIC50=7.7
CC(C)OC1=C(C=NN(Cc2ccccc2)C1=O)c3ccc(cc3)S(=O)(=O)C	CHEMBL434673	pIC50=7.7
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)Oc3ccc(Cl)cc3	CHEMBL325804	pIC50=7.7
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)Oc3ccc(Cl)cn3	CHEMBL320585	pIC50=7.7
CCOc1ccc(cc1F)c2c(Cl)ncn2c3ccc(cc3)S(=O)(=O)N	CHEMBL117947	pIC50=7.7
COc1cc(ccc1Cl)c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL289561	pIC50=7.7
COc1ccc(cc1)C2=CC(=C(C(=O)O2)c3ccc(cc3)S(=O)(=O)C)c4ccccc4	CHEMBL187137	pIC50=7.7
COc1ccc(cc1Cl)c2c(oc3ccccc23)c4ccc(cc4)S(=O)(=O)N	CHEMBL76861	pIC50=7.7
COc1ccc(cc1Cl)c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL298313	pIC50=7.7
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)OC2)c3cccc(F)c3	CHEMBL52285	pIC50=7.7
CS(=O)(=O)c1ccc(cc1)c2oc3ccccc3c2c4ccc(F)cc4	CHEMBL76376	pIC50=7.7
CS(=O)(=O)c1ccc(cc1)c2sc(Br)cc2c3ccc(F)cc3	CHEMBL65155	pIC50=7.7
Cc1[nH]c2cc(ccc2c1Sc3ccc(F)cc3)S(=O)(=O)C	CHEMBL362290	pIC50=7.7
Cc1c(Br)cc(c2ccc(cc2)S(=O)(=O)C)n1c3ccc(F)cc3	CHEMBL40245	pIC50=7.7
Cc1cccc(Cl)c1Nc2ccccc2CC(=O)O	CHEMBL76084	pIC50=7.7
Cc1nc2sc(c3ccc(cc3)S(=O)(=O)C)c(c4ccccc4)n2n1	CHEMBL348087	pIC50=7.7
Cc1oc(c2ccc(cc2)S(=O)(=O)N)c(n1)c3ccc(Cl)s3	CHEMBL350422	pIC50=7.7
NS(=O)(=O)c1ccc(cc1)n2nc(c3SCc4ccccc4c23)C(F)(F)F	CHEMBL329919	pIC50=7.7
[2H]C([2H])([2H])c1cc(Cl)cc2C=C([C@H](Oc12)C(F)(F)F)C(=O)O	CHEMBL3355613	pIC50=7.7
CC(C)CSc1cc2OC(C(=Cc2cc1Cl)C(=O)O)C(F)(F)F	CHEMBL1630229	pIC50=7.72
COc1ccc(cc1Cl)c2c(F)c(F)ccc2c3ccc(cc3)S(=O)(=O)C	CHEMBL185407	pIC50=7.72
COc1ccc(cc1Cl)c2cc(F)c(F)cc2c3ccc(cc3)S(=O)(=O)C	CHEMBL52019	pIC50=7.72
COc1ccc(cc1Cl)c2ccccc2c3ccc(cc3)S(=O)(=O)N	CHEMBL54039	pIC50=7.72
OC(=O)Cc1c([nH]c2cc(Cl)ccc12)C(=O)c3cc4CCCCc4cn3	CHEMBL1950020	pIC50=7.72
NS(=O)(=O)c1ccc(cc1)C2=C(CCC2)c3ccc(F)c(F)c3	CHEMBL111787	pIC50=7.74
CS(=O)(=O)c1ccc(cc1)c2cc(nc(NC3CCOCC3)n2)C(F)(F)F	CHEMBL559886	pIC50=7.75
CS(=O)(=O)c1ccc(cc1)c2sc(Cc3ccccc3)nc2c4ccc(F)cc4	CHEMBL17276	pIC50=7.75
CS(=O)(=O)c1ccc(cc1)n2cnc(Cl)c2c3ccc(Cl)cc3	CHEMBL325437	pIC50=7.75
Cc1c(NCc2ccccc2)nc(nc1C(F)(F)F)c3ccc(cc3)S(=O)(=O)C	CHEMBL272862	pIC50=7.75
Cc1nc(c2ccc(cc2)S(=O)(=O)N)c(s1)c3ccc(Cl)cc3	CHEMBL17075	pIC50=7.75
NS(=O)(=O)c1ccc(cc1)n2cnc(Cl)c2c3ccc(F)cc3	CHEMBL326270	pIC50=7.75
OC(=O)C1=Cc2cc(Cl)cc(C=C)c2OC1C(F)(F)F	CHEMBL1288618	pIC50=7.75
COc1c(Cl)cc(cc1Cl)C2=C(CCC2)c3ccc(cc3)S(=O)(=O)C	CHEMBL321160	pIC50=7.77
COc1ccc(cc1Cl)C2=C(CC3(CC3)C2)c4ccc(cc4)S(=O)(=O)C	CHEMBL88899	pIC50=7.77
CS(=O)(=O)c1ccc(cc1)C2=C(Oc3cc(F)cc(F)c3)C(=O)CC2	CHEMBL23610	pIC50=7.77
Cc1ccc(cc1)c2nn3ncccc3c2c4ccc(cc4)S(=O)(=O)C	CHEMBL361472	pIC50=7.77
NS(=O)(=O)c1ccc(cc1)c2ccccc2c3ccc(F)c(Cl)c3	CHEMBL54412	pIC50=7.77
CCc1ccc2[nH]c(C(=O)c3cc(C)ccn3)c(CC(=O)O)c2c1	CHEMBL1950013	pIC50=7.8
CNc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL29439	pIC50=7.8
COc1cc(ccc1F)c2c(Cl)ncn2c3ccc(cc3)S(=O)(=O)C	CHEMBL324923	pIC50=7.8
COc1ccc(cc1F)C2=C(CCC2)c3ccc(cc3)S(=O)(=O)N	CHEMBL111427	pIC50=7.8
CS(=O)(=O)c1ccc(cc1)c2c(nc3sc(Cl)cn23)c4ccc(Cl)cc4	CHEMBL148708	pIC50=7.8
CS(=O)(=O)c1ccc(cc1)c2cc(Cl)cnc2c3ccc(nc3)C4CC4	CHEMBL95156	pIC50=7.8
CS(=O)(=O)c1ccc(cc1)c2cc(OCC(F)(F)F)nc(NC3CCCCC3)n2	CHEMBL560284	pIC50=7.8
