NC(N)=N	guanidine
CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1	sotalol	pKi=4.0	pKi=4.0	pKi=4.0
CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3	amiodarone	pIC50=5.0	pIC50=5.0	pIC50=5.0	pIC50=5.0
CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1	dofetilide	pKi=8.19	pKi=8.19	pKi=8.19	pIC50=7.31
NC1=CC=NC=C1	fampridine
NC1=CC=NC=C1N	amifampridine
Cc1cc(ccc1C23CC2CN(CCCSc4nnc(c5ocnc5C)n4C)C3)C(F)(F)F	CHEMBL1079814	pIC50=6.4
Cc1ccc(CCCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4)cc1	CHEMBL571389	pIC50=6.4
Cc1ccc(cc1)N2CCC3CN(CCCSc4nnc(c5cnccn5)n4C)CC23	CHEMBL3775071	pIC50=6.4
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5N(CC(F)F)C(=O)COc45)CC3	CHEMBL511279	pKi=6.4
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6nc(C)c(C)n56)CC3	CHEMBL1241548	pKi=6.4
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6nc(C)cn56)CC3	CHEMBL1241547	pKi=6.4
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6NCCOc6cc5CC4)n3C	CHEMBL408169	pIC50=6.4
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6nc(oc6c(Br)c5CC4)C(C)(C)C)n3C	CHEMBL255566	pIC50=6.4
Cc1ccc2c(cccc2n1)c3nnc(SCCN4CCc5cc6nc(oc6c(C)c5CC4)C(F)(F)F)n3C	CHEMBL257900	pIC50=6.4
Cc1ncoc1c2nnc(SCCCN3CC4CCN(C4C3)c5ccc(cc5F)C(F)(F)F)n2C	CHEMBL3775226	pIC50=6.4
Cc1ncoc1c2nnc(SCCCN3C[C@H]4C[C@]4(C3)c5ccc(cc5)C(C)(C)C)n2C	CHEMBL1079823	pIC50=6.4
Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(n4C)C(C)(C)C)CCc3c2	CHEMBL243474	pIC50=6.4
Clc1ccc(Cl)c(CN2CCN(CCN3Cc4ccccc4C3)C2=O)c1	CHEMBL552367	pIC50=6.4
Clc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(CCCc4ccccc4)C3)CC2)cc1Cl	CHEMBL2036756	pIC50=6.4
Clc1cccc(c1)N2CCN(CCN3C[C@@H]4CC[C@@H](CC4)C3)C2=O	CHEMBL565075	pIC50=6.4
FC(F)(F)Oc1cccc(c1)n2nnc3cc(Cl)c(NCC4CCNCC4)nc23	CHEMBL1952144	pIC50=6.4
FC(F)(F)c1cccc(c1)c2cc(CCCNc3ccccn3)nc(n2)C#N	CHEMBL1270063	pKi=6.4
Fc1ccc(CCN2CCC(F)(CC2)S(=O)(=O)c3ccc(Cl)cc3)c(F)c1	CHEMBL175544	pKi=6.4
Fc1ccc(CCN2CCC(F)(CC2)S(=O)(=O)c3ccccc3F)c(F)c1	CHEMBL177416	pKi=6.4
Fc1cccc(c1)N(C2CCN(CCC3(CCN(CC3)C(=O)c4ccc(cc4)C#N)c5cccc(F)c5)CC2)C(=O)NCc6ccc(cc6)C#N	CHEMBL1288676	pIC50=6.4
NC(=O)Nc1ccc(F)cc1OC[C@@H](O)CN2CCC3(CC2)Cc4cc(Cl)ccc4O3	CHEMBL3099950	pIC50=6.4
NC(=O)Nc1ccccc1OC[C@@H](O)CN2CCC3(CC2)Cc4cc(Cl)ccc4O3	CHEMBL3099949	pIC50=6.4
O[C@H](CNC(=O)C1=NNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4	CHEMBL2208431	pIC50=6.4
COc1cc(\C=C\c2nc(N)c3c4CCCCCc4sc3n2)ccc1n5cnc(C)c5	CHEMBL1642191	pIC50=6.41
COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4cc(cc(c4)C(F)(F)F)C(F)(F)F)nn3	CHEMBL1818828	pIC50=6.41
COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4ccc(cc4)C(C)(C)C)nn3	CHEMBL1818829	pIC50=6.41
O=C(NCCCCN1CCN(CC1)c2cccc(c2)C#N)c3oc4ccccc4c3	CHEMBL497604	pKi=6.41
O[C@H]1CCCC[C@@H]1NC(=O)C2=CC(=C3C=CC=CN3C2=O)CN4CCN(CC4)c5ccc(cc5)C#N	CHEMBL2204275	pIC50=6.41
[O-][N+](=O)c1cccc(CNc2cc(cc3ncc(cc23)N4CCN(CC4)C(=O)N5CCOCC5)C(F)(F)F)c1	CHEMBL3221109	pIC50=6.41
C1CC(CCO1)[C@H]2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccccc6	CHEMBL2069502	pIC50=6.42
CC(C)(C)COc1ccc2Oc3ccc(cc3[C@@]4(COC(=N4)N)c2c1)c5cncc(F)c5	CHEMBL3354707	pKi=6.42
CC(C)(O)C(=O)NC1CC(C)(C)Oc2nc(c3ccc(Cl)cc3Cl)c(cc12)c4ccc(Cl)cc4	CHEMBL1094847	pIC50=6.42
CC1(C)CC(NC(=O)CCO)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl	CHEMBL1083025	pIC50=6.42
CC1(C)C[C@@H](NC(=O)c2cn[nH]c2)c3cc(c4ccc(Cl)cc4)c(nc3O1)c5ccc(Cl)cc5Cl	CHEMBL1097841	pIC50=6.42
CCN1CCN(CC1)c2cc3[nH]c(S[C@@]4(C)CC[C@@H](CC4)c5onc(C)n5)nc3cc2Cl	CHEMBL466252	pIC50=6.42
CN(C)CCC1=C(Cc2cccnn2)c3ccc(Cl)cc3C1	CHEMBL1092652	pKi=6.42
COc1ccc(cc1)C#Cc2cccc(C#Cc3ccc(OC)cc3)[n+]2C	CHEMBL2325213	pIC50=6.42
Cc1onc(n1)[C@H]2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6	CHEMBL2204932	pKi=6.42
FC(F)(F)c1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24	CHEMBL492449	pIC50=6.42
Fc1ccc(cc1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6	CHEMBL2204941	pKi=6.42
Nc1cc(CN2CCC(CC2)N(C(=O)NCc3ccc(F)cc3)c4ccc(Cl)cc4)ccn1	CHEMBL1091836	pIC50=6.42
OCC1CCCN(CCCC2CCCc3ccc(OCc4noc(n4)c5ccc(Cl)cc5)cc23)C1	CHEMBL239603	pKi=6.42
O[C@H](CCNC(=O)c1cc2ccccc2[nH]1)CN3CCN(CC3)c4cccc(Cl)c4Cl	CHEMBL1627306	pIC50=6.42
CCCc1cc(nc(n1)C#N)c2cc(cc(c2)C(F)(F)F)C(=O)N(C)Cc3ccccc3	CHEMBL1271174	pKi=6.43
CN(C)C(=N)c1ccc(cc1)C(=O)Nc2ccc(Sc3ccc(cc3)C(=O)N(C)C)cc2C(=O)Nc4ccc(Cl)cn4	CHEMBL221756	pKi=6.43
CN(CCc1ccc(Cl)c(Cl)c1)C[C@H](O)COc2ccc(NS(=O)(=O)C)cc2	CHEMBL523167	pIC50=6.43
COc1cc(ncn1)N2C(=O)N(C(=O)C23CCN(Cc4ncccc4C)CC3)c5ccc(cc5)c6ccc(cc6)C#N	CHEMBL2041176	pIC50=6.43
COc1ccc(cc1)[C@H]2CN(CCCC3CCOCC3)C[C@@H]2CC(=O)Nc4cccc(Cl)c4	CHEMBL1760245	pIC50=6.43
COc1ccc2ncc(C#N)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	CHEMBL3422756	pIC50=6.43
Cc1ccc(CCOCCCc2cccc(CCCOCCc3ccc(C)cc3)[n+]2C)cc1	CHEMBL2325206	pIC50=6.43
CC1(CCN(C1=O)[C@@]2(CC[C@H](CC2)N3CCC4(CCOC4)CC3)c5ccccc5)c6cc(cc(c6)C(F)(F)F)C(F)(F)F	CHEMBL379224	pKi=6.44
CCCC[C@@H]1C[C@@H](CC[C@@H]1NC(=O)CNC(=O)c2cccc(c2)C(F)(F)F)N(C)C(C)C	CHEMBL3577937	pIC50=6.44
CNC(=O)c1c(NCCC2CCCC2)nc(nc1OCC3CCN(C)CC3)C#N	CHEMBL478012	pIC50=6.44
COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc3cccc(OC)c3)CC1	CHEMBL1836248	pIC50=6.44
Cc1ccc(Cn2cc(CN(C3CC3)C(=O)[C@H]4CNCC[C@]4(O)c5ccc(F)c(F)c5)c6c(F)cccc26)cn1	CHEMBL1910545	pKi=6.44
Clc1cc(Cl)cc(c1)C(=O)NCC2(CCN(CCc3ccccc3)CC2)C#N	CHEMBL1836161	pIC50=6.44
FC(F)(F)Oc1ccc(OC2CC2)c(CNC3CCC4CCC3(N4)c5ccccc5)c1	CHEMBL382803	pKi=6.44
Clc1ccc2N(Cc3ccncc3)C(=O)C=C(NC4CCN(Cc5ccc6OCOc6c5)CC4)c2c1	CHEMBL208473	pKi=6.45
O=C(NC1CCc2ccc(CCN3CCN(CC3)c4nsc5ccccc45)cc12)c6cccnc6	CHEMBL398619	pKi=6.45
CC1=Nc2c(cccc2C(F)(F)F)C(=O)N1c3ccc(OCCCN4CCCC4)cc3	CHEMBL476322	pIC50=6.46
CN1C(=O)c2cccc(c2N=C1c3ccc(OC4CCN(CC4)C5CCC5)cc3)C(F)(F)F	CHEMBL453894	pIC50=6.46
CN1CCN(CC1)c2ncnc3c2nc(c4ccc(Cl)cc4Cl)n3c5ccc(Cl)cc5	CHEMBL498411	pIC50=6.46
Cc1ccc(Cc2cc[n+](C)c(COc3ccc(C)cc3)c2)cc1.[O-]S(=O)(=O)C(F)(F)F	CHEMBL2324261	pIC50=6.46
Fc1ccc(cc1F)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6	CHEMBL3775532	pIC50=6.46
C1CCC(CC1)C2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6cnccn6	CHEMBL3582315	pIC50=6.47
COc1ccc(cc1Cl)C(=O)NC2(CCN(CC2)c3cc(N)ccn3)c4ccccc4	CHEMBL492330	pKi=6.47
C[C@H](O)C(=O)NC1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl	CHEMBL1094521	pIC50=6.47
NC(=O)c1ccccc1O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4	CHEMBL1224213	pIC50=6.47
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3cccnc3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6	CHEMBL1910321	pKi=6.47
Oc1ccc2CNC(CN3CCC4(CC3)CCc5ccccc45)Cc2c1	CHEMBL3785728	pIC50=6.47
CN(C)C(=N)c1ccc(cc1)C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccc(Cl)cn3	CHEMBL221906	pIC50=6.48
C[C@@H](c1ncccc1F)c2c(CCN(C)C)sc3ccccc23	CHEMBL1092377	pIC50=6.48
[Br-].C[N+](C)(CCCCNC(=O)Cc1ccc(OCc2ccccc2)cc1)CCNC(=O)c3nc(Cl)c(N)nc3N	CHEMBL1945199	pIC50=6.48
CCOC(=O)C1(CCN(C)CC1)c2ccccc2	CHEMBL607	pIC50=6.49
CC[C@@]1([C@@H]2CN(CC3Cc4ccccc4C3)C[C@H]12)c5cccc(NS(=O)(=O)C)c5	CHEMBL1957718	pIC50=6.49
FC(F)(F)c1cc(cc(c1)C(F)(F)F)C2CCN(C2=O)[C@@]3(CC[C@H](CC3)N4CCC5(CCOC5)CC4)c6ccccc6	CHEMBL202439	pKi=6.49
CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4	CHEMBL17157	pKi=6.5
CCC(CC)NCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F	CHEMBL1084401	pIC50=6.5
CCCOCCN1C(=O)C(=Nc2cnc(cc12)c3ccc(OC)nc3)N4CCN(CC)CC4	CHEMBL590280	pIC50=6.5
CN(C(=O)N1CCC(CC1)N2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)S(=O)(=O)c4ccc(C)cc4	CHEMBL2171013	pIC50=6.5
CN1[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C\C(=C/c5ccncc5)\[C@@H]4O)[C@@]2(C)C=CC1=O	CHEMBL556848	pKi=6.5
COC(=O)N(NC(=O)c1c(CN2CCN(C)CC2)c(nc3ccccc13)c4ccccc4)c5ccccc5	CHEMBL374438	pKi=6.5
COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4cc(cc(c4)C(C)(C)C)C(C)(C)C)nn3	CHEMBL1818826	pIC50=6.5
COc1ccc2ncc(Cl)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	CHEMBL3422754	pIC50=6.5
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc(NC(=O)Nc5ccccc5)c4)CC3	CHEMBL1632223	pKi=6.5
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc(NC(=O)c5csc(C)n5)c4)CC3	CHEMBL1632218	pKi=6.5
Cc1cccc(c1)N2CCC3CN(CCCSc4nnc(c5cnccn5)n4C)CC23	CHEMBL3775836	pIC50=6.5
Cc1ccccc1N2CCC3CN(CCCSc4nnc(c5cnccn5)n4C)CC23	CHEMBL3774927	pIC50=6.5
Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(OC(F)(F)F)cc5)n2C	CHEMBL1081966	pIC50=6.5
Cc1ncoc1c2nnc(SCCCN3CCC4(CCc5cc(Br)ccc45)C3)n2C	CHEMBL1258712	pIC50=6.5
Cc1ncoc1c2nnc(SCCCN3CCc4ccc5oc(nc5c4CC3)C(F)(F)C(F)(F)F)n2C	CHEMBL402215	pIC50=6.5
Cc1nnc(N2CC[C@@H](F)C2)c3nn(c(C)c13)c4ccc(OCC(F)(F)F)cc4	CHEMBL1801188	pIC50=6.5
Cc1oc(nc1)c2ccc3CCN(CCCSc4nnc(c5cccs5)n4C)CCc3c2	CHEMBL244275	pIC50=6.5
Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5ccc6nc(C)c(C)nc6c5)n4C)CCc3c2	CHEMBL243708	pIC50=6.5
Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(n4C)C(F)(F)F)CCc3c2	CHEMBL243900	pIC50=6.5
Cl.CCN(CCO)Cc1nc(sc1CC)c2cn(CC3CCOCC3)c4c(Cl)cccc24	CHEMBL1762814	pKi=6.5
Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(F)cc4)nnc1C5CCCCC5	CHEMBL3774431	pIC50=6.5
Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(F)cc4)nnc1c5cnccn5	CHEMBL3774996	pIC50=6.5
Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1C5CCCCC5	CHEMBL3774463	pIC50=6.5
FC(F)(F)c1cccc(c1)c2cc(CCCN3CCOCC3)nc(n2)C#N	CHEMBL1269955	pKi=6.5
Fc1c(Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc23)cccc1C(F)(F)F	CHEMBL2012301	pKi=6.5
Nc1nccc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1	CHEMBL2011952	pKi=6.5
O[C@H](COc1ccc(Cl)cc1)CN2CCN(Cc3ccc(Cl)cc3)CC2	CHEMBL2334618	pIC50=6.5
CC1(C)C2=C3CC4C(CC[N+]5=C4C(C)(C)c6cc(ccc56)S(=O)(=O)[O-])OC3CCN2c7ccc(CC(=O)NCCCCCCN(CCOc8ccc(NS(=O)(=O)C)cc8)CCc9ccc(NS(=O)(=O)C)cc9)cc17	CHEMBL227000	pIC50=6.51
COC(=O)C1(CNC(=O)c2cc(OC)cc(OC)c2)CCN(Cc3cccc(OC)c3)CC1	CHEMBL1836163	pIC50=6.51
COc1cc(\C=C\C2=Nc3ccccc3C(=O)N2C)ccc1n4cnc(C)c4	CHEMBL1642186	pIC50=6.51
Cc1ccccc1C2CCN(C[C@H]3CCc4cccnc4[C@@H](O)C3)CC2	CHEMBL471994	pIC50=6.51
Fc1ccc(cn1)c2cnc3nc(sc3c2)N4CCC(CC4)N5CCCCC5	CHEMBL574837	pIC50=6.51
O\N=C(\c1ccc(CN2CCC3(CC2)OCc4cc(F)ncc34)cc1)/c5ccc(F)c(F)c5	CHEMBL582978	pIC50=6.51
CC(=O)Nc1cccc(c1)N2CCN(CCCCNS(=O)(=O)c3ccc(C)cc3)CC2	CHEMBL210537	pIC50=6.52
CC(C)[C@@]1(CC[C@H](C1)N[C@H]2CCOC[C@H]2O)C(=O)N3CCN(CC3)c4cc(ccn4)C(F)(F)F	CHEMBL1782580	pIC50=6.52
CC(C)c1ccc(NC(=O)c2cccc(c2)c3nn([C@@H]4CCCN(C4)C(=O)C=C)c5ncnc(N)c35)cc1C	CHEMBL2179805	pIC50=6.52
CC1(C)CC(NC(=O)C2(O)CC2)c3cc(c4ccc(Cl)cc4)c(nc3O1)c5ccc(Cl)cc5Cl	CHEMBL1095499	pIC50=6.52
CCN(CC)C(=O)c1cccc(c1)C2=CC3(CCNCC3)Oc4ccccc24	CHEMBL523204	pIC50=6.52
CCOC(=O)N1CCC(CN2CCC3(CC2)CN(C(=O)NC)c4ncccc34)CC1	CHEMBL3310800	pIC50=6.52
CONC(=O)N(Cc1ccsc1)C2CCN(CC2)[C@H](C)CCNC(=O)c3c(C)cc(Cl)nc3Cl	CHEMBL2164207	pIC50=6.52
COc1cc(\C=C\c2nc(N)nc(Nc3ccccc3)n2)ccc1n4cnc(C)c4	CHEMBL1642187	pIC50=6.52
CS(=O)(=O)Nc1ccc(OCCNCCNc2ccc(Cl)c(Cl)c2)cc1	CHEMBL596046	pKi=6.52
C[C@@H]1CCCN1CCN2CCc3cc(ccc3C2=O)c4ccc(F)cc4	CHEMBL2031760	pIC50=6.52
C[C@@H]1[C@H]2CN(CCCC3(CCOCC3)C(=O)O)CC[C@@H]2Cc4[nH]c5ccc(cc5c14)C(F)(F)F	CHEMBL2032047	pIC50=6.52
Clc1cccc(c1)N2CCN(CCCCCCN3CCN(CC3)c4cccc(Cl)c4)CC2	CHEMBL1171823	pKi=6.52
Clc1cccc(c1)N2CCN(CCCCNC(=O)c3cc4ccccc4cn3)CC2	CHEMBL461236	pKi=6.52
Cn1cc(cn1)[C@H]2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6	CHEMBL2204942	pKi=6.52
FC(F)(F)c1cc(COC2CCC3CCC2(N3)c4ccccc4)cc(c1)C(F)(F)F	CHEMBL380351	pKi=6.52
Fc1c(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc23)cccc1C(F)(F)F	CHEMBL2012273	pKi=6.52
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3ccc(F)c(F)c3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6	CHEMBL1910320	pKi=6.52
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3cccc(OC(F)F)c3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6	CHEMBL1910317	pKi=6.52
O[C@H](COc1cc(O)ccc1C(=O)NC2CC2)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4	CHEMBL2391795	pIC50=6.52
CN1CC(Cn2nc(c3cnc4[nH]cc(C(=O)NC(C)(C)C)c4n3)c5cc(OC(F)F)ccc25)C1	CHEMBL2347416	pIC50=6.53
C[C@@H]1CCCN1CCc2ccc(cc2)c3ccc(cc3)S(=O)(=O)Nc4ccccc4	CHEMBL552279	pIC50=6.53
C[n+]1c(cccc1C#Cc2ccc(cc2)c3ccccc3)C#Cc4ccc(cc4)c5ccccc5	CHEMBL2325212	pIC50=6.53
Brc1ccc(cc1)[C@@H]2C[C@@H](CC[C@H]2C(=O)N3CC(C3)(c4ccccc4)c5ccccc5)N6CCOCC6	CHEMBL3086029	pIC50=6.54
C(N1CCCC(C1)c2c([nH]c3ccccc23)c4ccccc4)c5ccccc5	CHEMBL46523	pKi=6.54
CN1CCN(CCCn2nc(C3=C(C(=O)NC3=O)c4cn(c5ccc6ccccc6c5)c7ccccc47)c8ccccc28)CC1	CHEMBL175845	pKi=6.54
COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc3ccc(cc3)C(F)(F)F)CC1	CHEMBL1836252	pIC50=6.54
COc1ccc(cc1)[C@H]2CN(CCC3CCS(=O)(=O)CC3)C[C@@H]2CC(=O)Nc4cccc(Cl)c4	CHEMBL1760247	pIC50=6.54
CS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4ccccc4	CHEMBL1803004	pIC50=6.54
Fc1ccc(cc1)c2c[nH]c(n2)[C@H]3Cc4c(CN3)[nH]c5ccccc45	CHEMBL3582307	pKi=6.54
O[C@H](COc1ccc(F)cc1)CN2CCN(Cc3ccc(Cl)c(Cl)c3)CC2	CHEMBL2334265	pIC50=6.54
CN1CCCN(CC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)CC1	CHEMBL409419	pIC50=6.55
CN1C[C@H]2CCN([C@H]2C1)c3ccc(cc3)c4ccc(cc4)C#N	CHEMBL563998	pKi=6.55
Cc1ccc(cc1)C#Cc2cccc(C#Cc3ccc(C)cc3)[n+]2C	CHEMBL2325201	pIC50=6.55
Cc1nc(nc(OCCCN2CCCCC2)c1Cl)c3ccccc3	CHEMBL3359220	pIC50=6.55
Clc1ccc2N(Cc3ccccc3)C(=O)C=C(NC4CCN(Cc5ccc6OCOc6c5)CC4)c2c1	CHEMBL436953	pKi=6.55
O=C1OCc2cc(CCN3CCN(CCc4ccc5nonc5c4)CC3)ccc12	CHEMBL2146872	pIC50=6.55
O\N=C(/c1ccc(CN2CCC3(CC2)OCc4cc(F)ncc34)cc1)\c5ccc(F)c(F)c5	CHEMBL565614	pIC50=6.55
CC(C)C(=O)NC1CCc2ccc(CCN3CCN(CC3)c4nsc5ccccc45)cc12	CHEMBL400236	pKi=6.56
Cc1cc(nc(n1)C#N)N2CCC(CC2)C3CCN(CC3)c4ncc(Cl)cn4	CHEMBL1771093	pIC50=6.56
CCCC(=O)NC1CCc2cc(CCN3CCN(CC3)c4nsc5ccccc45)ccc12	CHEMBL252228	pKi=6.57
NC[C@H]1C[C@@H]1c2cc(Cl)ccc2OCC=C.OC(=O)C(F)(F)F	CHEMBL3416047	pIC50=6.57
O=C(NC1CCc2ccc(CCN3CCN(CC3)c4nsc5ccccc45)cc12)c6ccccc6	CHEMBL253233	pKi=6.57
OCC1CC2(NC1CCC2NCc3cc(OC(F)(F)F)ccc3OC4CC4)c5ccccc5	CHEMBL202417	pKi=6.57
CC1CC(CC1C)N2CCN(CC2)C3CCc4ccc(OCc5noc(n5)c6ccc(Cl)cc6)cc34	CHEMBL239598	pKi=6.58
CC(C(=O)NC1(CCC(CC1)N2CCC(O)(Cc3ccccc3)CC2)c4ccccc4)c5cc(cc(c5)C(F)(F)F)C(F)(F)F	CHEMBL3085130	pKi=6.59
CC(C)(C)COc1ccc2Oc3ccc(cc3[C@@]4(COC(=N4)N)c2c1)c5ccc(F)nc5	CHEMBL3354705	pKi=6.59
CN1CCCC1CCc2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4	CHEMBL3699567	pIC50=6.59
COc1cccc2cc3CN(CCCCN4CCn5c(cc6ccccc56)C4=O)CCn3c12	CHEMBL495573	pKi=6.59
Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@H](C3)Oc4cccc(c4)C(=O)N)s1	CHEMBL1223815	pIC50=6.59
Fc1cccc(c1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6	CHEMBL3774817	pIC50=6.59
NC[C@@]1(CC[C@@H](CC1)N2CCc3c(nc(nc3C2=O)C(F)(F)F)C4CC4)c5cccc(Cl)c5	CHEMBL3112968	pIC50=6.59
CC(C)(C)c1cc(cc(c1O)C(C)(C)C)C(=O)N2CCN(CCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2	CHEMBL2031962	pIC50=6.6
CCC[S+]([O-])CCCN(CC)CC(O)COc1ccc(cc1)C#N	CHEMBL362103	pIC50=6.6
CCc1nc2cc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2s1	CHEMBL271631	pIC50=6.6
CCc1oc2cc3CCN(CCCSc4nnc(c5ccc(cc5)C(F)(F)F)n4C)CCc3cc2n1	CHEMBL271096	pIC50=6.6
COCCN1CCC[C@@H]1CN2N=C(Cc3ccc(Cl)cc3)c4ccccc4C2=O	CHEMBL2146803	pIC50=6.6
CO\N=C(\c1ccc(CN2CCC3(CC2)OCc4cc(F)ncc34)cc1)/c5ccc(F)c(F)c5	CHEMBL566880	pIC50=6.6
COc1cc(ccc1N)C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3	CHEMBL2208427	pIC50=6.6
COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N(Cc4ccc(F)cc4)C5C6CC7CC(CC5C7)C6)nn3	CHEMBL2017413	pIC50=6.6
COc1ccc(cc1)N(Cc2cnccc2C)C3CCN(CC3)[C@H](C)CCNC(=O)c4c(C)cc(Cl)nc4C	CHEMBL1926893	pIC50=6.6
COc1ccc(cc1OC)C2CCN(CCN3CCOc4ccccc34)CC2	CHEMBL1671893	pIC50=6.6
COc1ccc(cc1OC)C2CCN(CC[C@H]3CCOc4ccccc34)CC2	CHEMBL96153	pIC50=6.6
Cc1cc(c2ccc3CCN(CCCSc4nnc(c5ccc(F)c(F)c5)n4C)CCc3c2)n(C)n1	CHEMBL245118	pIC50=6.6
Cc1ccc2c(cccc2n1)c3nnc(SCCCCN4CCc5cc6nc(oc6c(Br)c5CC4)C(F)(F)F)n3C	CHEMBL257369	pIC50=6.6
Cc1ccc2c(cccc2n1)c3nnc(SCCCCN4CCc5cc6nc(oc6c(C)c5CC4)C(F)(F)F)n3C	CHEMBL271097	pIC50=6.6
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CC5CC5(C4)c6ccc(cc6)C(C)(C)C)n3C	CHEMBL1081401	pIC50=6.6
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6nc(oc6c(C)c5CC4)C(C)(C)C)n3C	CHEMBL402087	pIC50=6.6
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5ccc6oc(nc6c5CC4)C(F)(F)C(F)(F)F)n3C	CHEMBL271034	pIC50=6.6
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5nc6cc(ccn6c5CC4)C(F)(F)F)n3C	CHEMBL411293	pIC50=6.6
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4C[C@@H]5C[C@@]5(C4)c6ccc(Br)cc6)n3C	CHEMBL1080165	pIC50=6.6
Cc1ccn2c3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3nc2c1	CHEMBL257717	pIC50=6.6
Cc1ncoc1c2nnc(SCCCN3CC4CCN(C4C3)c5cccc(F)c5)n2C	CHEMBL3775005	pIC50=6.6
